Thorlabs Beam
X-Y Profiles Data Export
Version: 9.0.5741.535

Date d.M.yyyy	28.3.2025
Time H:mm:ss	13:38:25

Device: 	BC106N-VIS
S/N: 	M00311551

Pos X [µm]	X Value [%]	Pos Y [µm]	Y Value [%]	
-2831,549916	0,000000	-1960,799942	0,000000	
-2825,099916	0,000000	-1954,349942	0,000000	
-2818,649917	0,000000	-1947,899942	0,000000	
-2812,199917	0,000000	-1941,449943	0,000000	
-2805,749917	0,000000	-1934,999943	0,000000	
-2799,299917	0,000000	-1928,549943	0,000000	
-2792,849917	0,000000	-1922,099943	0,000000	
-2786,399918	0,000000	-1915,649943	0,000000	
-2779,949918	0,000000	-1909,199944	0,000000	
-2773,499918	0,000000	-1902,749944	0,000000	
-2767,049918	0,000000	-1896,299944	0,000000	
-2760,599918	0,000000	-1889,849944	0,000000	
-2754,149919	0,000000	-1883,399944	0,000000	
-2747,699919	0,000000	-1876,949944	0,000000	
-2741,249919	0,000000	-1870,499945	0,000000	
-2734,799919	0,000000	-1864,049945	0,000000	
-2728,349919	0,000000	-1857,599945	0,000000	
-2721,899920	0,000000	-1851,149945	0,000000	
-2715,449920	0,000000	-1844,699945	0,000000	
-2708,999920	0,000000	-1838,249946	0,000000	
-2702,549920	0,000000	-1831,799946	0,000000	
-2696,099920	0,000000	-1825,349946	0,000000	
-2689,649920	0,000000	-1818,899946	0,000000	
-2683,199921	0,000000	-1812,449946	0,000000	
-2676,749921	0,000000	-1805,999947	0,000000	
-2670,299921	0,000000	-1799,549947	0,000000	
-2663,849921	0,000000	-1793,099947	0,000000	
-2657,399921	0,000000	-1786,649947	0,000000	
-2650,949922	0,000000	-1780,199947	0,000000	
-2644,499922	0,000000	-1773,749948	0,000000	
-2638,049922	0,000000	-1767,299948	0,000000	
-2631,599922	0,000000	-1760,849948	0,000000	
-2625,149922	0,000000	-1754,399948	0,000000	
-2618,699923	0,000000	-1747,949948	0,000000	
-2612,249923	0,000000	-1741,499949	0,000000	
-2605,799923	0,000000	-1735,049949	0,000000	
-2599,349923	0,000000	-1728,599949	0,000000	
-2592,899923	0,000000	-1722,149949	0,000000	
-2586,449924	0,000000	-1715,699949	0,000000	
-2579,999924	0,000000	-1709,249949	0,000000	
-2573,549924	0,000000	-1702,799950	0,000000	
-2567,099924	0,000000	-1696,349950	0,000000	
-2560,649924	0,000000	-1689,899950	0,000000	
-2554,199924	0,000000	-1683,449950	0,000000	
-2547,749925	0,000000	-1676,999950	0,000000	
-2541,299925	0,000000	-1670,549951	0,000000	
-2534,849925	0,000000	-1664,099951	0,000000	
-2528,399925	0,000000	-1657,649951	0,000000	
-2521,949925	0,000000	-1651,199951	0,000000	
-2515,499926	0,000000	-1644,749951	0,000000	
-2509,049926	0,000000	-1638,299952	0,000000	
-2502,599926	0,000000	-1631,849952	0,000000	
-2496,149926	0,000000	-1625,399952	0,000000	
-2489,699926	0,000000	-1618,949952	0,000000	
-2483,249927	0,000000	-1612,499952	0,000000	
-2476,799927	0,000000	-1606,049953	0,000000	
-2470,349927	0,000000	-1599,599953	0,000000	
-2463,899927	0,000000	-1593,149953	0,000000	
-2457,449927	0,000000	-1586,699953	0,000000	
-2450,999928	0,000000	-1580,249953	0,000000	
-2444,549928	0,000000	-1573,799953	0,000000	
-2438,099928	0,000000	-1567,349954	0,000000	
-2431,649928	0,000000	-1560,899954	0,000000	
-2425,199928	0,000000	-1554,449954	0,000000	
-2418,749928	0,000000	-1547,999954	0,000000	
-2412,299929	0,000000	-1541,549954	0,000000	
-2405,849929	0,000000	-1535,099955	0,000000	
-2399,399929	0,000000	-1528,649955	0,000000	
-2392,949929	0,000000	-1522,199955	0,000000	
-2386,499929	0,000000	-1515,749955	0,000000	
-2380,049930	0,000000	-1509,299955	0,000000	
-2373,599930	0,000000	-1502,849956	0,000000	
-2367,149930	0,000000	-1496,399956	0,000000	
-2360,699930	0,000000	-1489,949956	0,000000	
-2354,249930	0,000000	-1483,499956	0,000000	
-2347,799931	0,000000	-1477,049956	0,000000	
-2341,349931	0,000000	-1470,599957	0,000000	
-2334,899931	0,000000	-1464,149957	0,000000	
-2328,449931	0,000000	-1457,699957	0,000000	
-2321,999931	0,000000	-1451,249957	0,000000	
-2315,549932	0,000000	-1444,799957	0,000000	
-2309,099932	0,000000	-1438,349957	0,000000	
-2302,649932	0,000000	-1431,899958	0,000000	
-2296,199932	0,000000	-1425,449958	0,000000	
-2289,749932	0,000000	-1418,999958	0,000000	
-2283,299932	0,000000	-1412,549958	0,000000	
-2276,849933	0,000000	-1406,099958	0,000000	
-2270,399933	0,000000	-1399,649959	0,000000	
-2263,949933	0,000000	-1393,199959	0,000000	
-2257,499933	0,000000	-1386,749959	0,000000	
-2251,049933	0,000000	-1380,299959	0,000000	
-2244,599934	0,000000	-1373,849959	0,000000	
-2238,149934	0,000000	-1367,399960	0,000000	
-2231,699934	0,000000	-1360,949960	0,000000	
-2225,249934	0,000000	-1354,499960	0,000000	
-2218,799934	0,000000	-1348,049960	0,000000	
-2212,349935	0,000000	-1341,599960	0,000000	
-2205,899935	0,000000	-1335,149961	0,000000	
-2199,449935	0,000000	-1328,699961	0,000000	
-2192,999935	0,000000	-1322,249961	0,000000	
-2186,549935	0,000000	-1315,799961	0,000000	
-2180,099936	0,000000	-1309,349961	0,000000	
-2173,649936	0,000000	-1302,899961	0,000000	
-2167,199936	0,000000	-1296,449962	0,000000	
-2160,749936	0,000000	-1289,999962	0,000000	
-2154,299936	0,000000	-1283,549962	0,000000	
-2147,849936	0,000000	-1277,099962	0,000000	
-2141,399937	0,000000	-1270,649962	0,000000	
-2134,949937	0,000000	-1264,199963	0,000000	
-2128,499937	0,000000	-1257,749963	0,000000	
-2122,049937	0,000000	-1251,299963	0,000000	
-2115,599937	0,000000	-1244,849963	0,000000	
-2109,149938	0,000000	-1238,399963	0,000000	
-2102,699938	0,000000	-1231,949964	0,000000	
-2096,249938	0,000000	-1225,499964	0,000000	
-2089,799938	0,000000	-1219,049964	0,000000	
-2083,349938	0,000000	-1212,599964	0,000000	
-2076,899939	0,000000	-1206,149964	0,000000	
-2070,449939	0,000000	-1199,699965	0,000000	
-2063,999939	0,000000	-1193,249965	0,000000	
-2057,549939	0,000000	-1186,799965	0,000000	
-2051,099939	0,000000	-1180,349965	0,000000	
-2044,649940	0,000000	-1173,899965	0,000000	
-2038,199940	0,000000	-1167,449965	0,000000	
-2031,749940	0,000000	-1160,999966	0,000000	
-2025,299940	0,000000	-1154,549966	0,000000	
-2018,849940	0,000000	-1148,099966	0,000000	
-2012,399940	0,000000	-1141,649966	0,000000	
-2005,949941	0,000000	-1135,199966	0,000000	
-1999,499941	0,000000	-1128,749967	0,000000	
-1993,049941	0,000000	-1122,299967	0,000000	
-1986,599941	0,000000	-1115,849967	0,000000	
-1980,149941	0,000000	-1109,399967	0,000000	
-1973,699942	0,000000	-1102,949967	0,000000	
-1967,249942	0,000000	-1096,499968	0,000000	
-1960,799942	0,000000	-1090,049968	0,000000	
-1954,349942	0,000000	-1083,599968	0,000000	
-1947,899942	0,000000	-1077,149968	0,000000	
-1941,449943	0,000000	-1070,699968	0,000000	
-1934,999943	0,000000	-1064,249969	0,000000	
-1928,549943	0,000000	-1057,799969	0,000000	
-1922,099943	0,000000	-1051,349969	0,000000	
-1915,649943	0,000000	-1044,899969	0,000000	
-1909,199944	0,000000	-1038,449969	0,000000	
-1902,749944	0,000000	-1031,999969	0,000000	
-1896,299944	0,000000	-1025,549970	0,000000	
-1889,849944	0,000000	-1019,099970	0,000000	
-1883,399944	0,000000	-1012,649970	0,000000	
-1876,949944	0,000000	-1006,199970	0,000000	
-1870,499945	0,000000	-999,749970	0,000000	
-1864,049945	0,000000	-993,299971	0,000000	
-1857,599945	0,000000	-986,849971	0,000000	
-1851,149945	0,000000	-980,399971	0,000000	
-1844,699945	0,000000	-973,949971	0,000000	
-1838,249946	0,000000	-967,499971	0,000000	
-1831,799946	0,000000	-961,049972	0,000000	
-1825,349946	0,000000	-954,599972	0,000000	
-1818,899946	0,000000	-948,149972	0,000000	
-1812,449946	0,000000	-941,699972	0,000000	
-1805,999947	0,000000	-935,249972	0,000000	
-1799,549947	0,000000	-928,799973	0,000000	
-1793,099947	0,000000	-922,349973	0,000000	
-1786,649947	0,000000	-915,899973	0,000000	
-1780,199947	0,000000	-909,449973	0,000000	
-1773,749948	0,000000	-902,999973	0,000000	
-1767,299948	0,000000	-896,549973	0,000000	
-1760,849948	0,000000	-890,099974	0,000000	
-1754,399948	0,000000	-883,649974	0,000000	
-1747,949948	0,000000	-877,199974	0,000000	
-1741,499949	0,000000	-870,749974	0,000000	
-1735,049949	0,000000	-864,299974	0,000000	
-1728,599949	0,000000	-857,849975	0,000000	
-1722,149949	0,000000	-851,399975	0,000000	
-1715,699949	0,000000	-844,949975	0,000000	
-1709,249949	0,000000	-838,499975	0,000000	
-1702,799950	0,000000	-832,049975	0,000000	
-1696,349950	0,000000	-825,599976	0,000000	
-1689,899950	0,000000	-819,149976	0,000000	
-1683,449950	0,000000	-812,699976	0,000000	
-1676,999950	0,000000	-806,249976	0,000000	
-1670,549951	0,000000	-799,799976	0,000000	
-1664,099951	0,000000	-793,349977	0,000000	
-1657,649951	0,000000	-786,899977	0,000000	
-1651,199951	0,000000	-780,449977	0,000000	
-1644,749951	0,000000	-773,999977	0,000000	
-1638,299952	0,000000	-767,549977	0,000000	
-1631,849952	0,000000	-761,099977	0,000000	
-1625,399952	0,000000	-754,649978	0,000000	
-1618,949952	0,000000	-748,199978	0,000000	
-1612,499952	0,000000	-741,749978	0,000000	
-1606,049953	0,000000	-735,299978	0,000000	
-1599,599953	0,000000	-728,849978	0,000000	
-1593,149953	0,000000	-722,399979	0,000000	
-1586,699953	0,000000	-715,949979	0,000000	
-1580,249953	0,000000	-709,499979	0,000000	
-1573,799953	0,000000	-703,049979	0,000000	
-1567,349954	0,000000	-696,599979	0,000000	
-1560,899954	0,000000	-690,149980	0,000000	
-1554,449954	0,000000	-683,699980	0,000000	
-1547,999954	0,000000	-677,249980	0,000000	
-1541,549954	0,000000	-670,799980	0,000000	
-1535,099955	0,000000	-664,349980	0,000000	
-1528,649955	0,000000	-657,899981	0,000000	
-1522,199955	0,000000	-651,449981	0,000000	
-1515,749955	0,000000	-644,999981	0,000000	
-1509,299955	0,000000	-638,549981	0,000000	
-1502,849956	0,000000	-632,099981	0,000000	
-1496,399956	0,000000	-625,649981	0,000000	
-1489,949956	0,000000	-619,199982	0,000000	
-1483,499956	0,000000	-612,749982	0,000000	
-1477,049956	0,000000	-606,299982	0,000000	
-1470,599957	0,000000	-599,849982	0,000000	
-1464,149957	0,000000	-593,399982	0,000000	
-1457,699957	0,000000	-586,949983	0,000000	
-1451,249957	0,000000	-580,499983	0,000000	
-1444,799957	0,000000	-574,049983	0,000000	
-1438,349957	0,000000	-567,599983	0,000000	
-1431,899958	0,000000	-561,149983	0,000000	
-1425,449958	0,000000	-554,699984	0,000000	
-1418,999958	0,000000	-548,249984	0,000000	
-1412,549958	0,000000	-541,799984	0,000000	
-1406,099958	0,000000	-535,349984	0,000000	
-1399,649959	0,000000	-528,899984	0,000000	
-1393,199959	0,000000	-522,449985	0,000000	
-1386,749959	0,000000	-515,999985	0,000000	
-1380,299959	0,000000	-509,549985	0,000000	
-1373,849959	0,000000	-503,099985	0,000000	
-1367,399960	0,000000	-496,649985	0,000000	
-1360,949960	0,000000	-490,199986	0,000000	
-1354,499960	0,000000	-483,749986	0,000000	
-1348,049960	0,000000	-477,299986	0,000000	
-1341,599960	0,000000	-470,849986	0,000000	
-1335,149961	0,000000	-464,399986	0,000000	
-1328,699961	0,000000	-457,949986	0,000000	
-1322,249961	0,000000	-451,499987	0,000000	
-1315,799961	0,000000	-445,049987	0,000000	
-1309,349961	0,000000	-438,599987	0,000000	
-1302,899961	0,000000	-432,149987	0,000000	
-1296,449962	0,000000	-425,699987	0,000000	
-1289,999962	0,000000	-419,249988	0,000000	
-1283,549962	0,000000	-412,799988	0,000000	
-1277,099962	0,000000	-406,349988	0,000000	
-1270,649962	0,000000	-399,899988	0,000000	
-1264,199963	0,000000	-393,449988	0,000000	
-1257,749963	0,000000	-386,999989	2,172794	
-1251,299963	0,000000	-380,549989	2,180147	
-1244,849963	0,000000	-374,099989	2,286765	
-1238,399963	0,000000	-367,649989	2,319853	
-1231,949964	0,000000	-361,199989	2,488971	
-1225,499964	0,000000	-354,749990	2,654412	
-1219,049964	0,000000	-348,299990	2,595588	
-1212,599964	0,000000	-341,849990	2,687500	
-1206,149964	0,000000	-335,399990	2,665441	
-1199,699965	0,000000	-328,949990	2,768382	
-1193,249965	0,000000	-322,499990	2,720588	
-1186,799965	0,000000	-316,049991	2,783088	
-1180,349965	0,000000	-309,599991	2,845588	
-1173,899965	0,000000	-303,149991	2,970588	
-1167,449965	0,000000	-296,699991	2,996324	
-1160,999966	0,000000	-290,249991	3,062500	
-1154,549966	0,000000	-283,799992	3,117647	
-1148,099966	0,000000	-277,349992	3,169118	
-1141,649966	0,000000	-270,899992	3,308824	
-1135,199966	0,000000	-264,449992	3,323529	
-1128,749967	0,000000	-257,999992	3,422794	
-1122,299967	0,000000	-251,549993	3,522059	
-1115,849967	0,000000	-245,099993	3,488971	
-1109,399967	0,000000	-238,649993	3,606618	
-1102,949967	0,000000	-232,199993	3,691176	
-1096,499968	0,000000	-225,749993	3,750000	
-1090,049968	0,000000	-219,299994	3,852941	
-1083,599968	0,000000	-212,849994	3,970588	
-1077,149968	0,000000	-206,399994	3,966912	
-1070,699968	0,000000	-199,949994	4,073529	
-1064,249969	0,000000	-193,499994	4,084559	
-1057,799969	0,000000	-187,049994	4,290441	
-1051,349969	0,000000	-180,599995	4,404412	
-1044,899969	0,000000	-174,149995	4,415441	
-1038,449969	0,000000	-167,699995	4,430147	
-1031,999969	0,000000	-161,249995	4,507353	
-1025,549970	0,000000	-154,799995	4,555147	
-1019,099970	0,000000	-148,349996	4,647059	
-1012,649970	0,000000	-141,899996	4,764706	
-1006,199970	0,000000	-135,449996	4,952206	
-999,749970	0,000000	-128,999996	4,970588	
-993,299971	0,000000	-122,549996	5,099265	
-986,849971	0,000000	-116,099997	5,165441	
-980,399971	0,000000	-109,649997	5,268383	
-973,949971	0,000000	-103,199997	5,411765	
-967,499971	0,000000	-96,749997	5,470588	
-961,049972	0,000000	-90,299997	5,466912	
-954,599972	0,000000	-83,849998	5,599265	
-948,149972	0,000000	-77,399998	5,757353	
-941,699972	0,000000	-70,949998	6,033088	
-935,249972	0,000000	-64,499998	6,121324	
-928,799973	0,000000	-58,049998	6,205883	
-922,349973	0,000000	-51,599998	6,378676	
-915,899973	0,000000	-45,149999	6,558824	
-909,449973	0,000000	-38,699999	6,727941	
-902,999973	0,000000	-32,249999	6,919117	
-896,549973	0,000000	-25,799999	6,988971	
-890,099974	0,000000	-19,349999	6,941176	
-883,649974	0,000000	-12,900000	7,018383	
-877,199974	0,000000	-6,450000	7,121324	
-870,749974	0,000000	0,000000	7,198529	
-864,299974	0,000000	6,450000	7,441176	
-857,849975	0,000000	12,900000	7,492647	
-851,399975	0,000000	19,349999	7,485294	
-844,949975	0,000000	25,799999	7,680147	
-838,499975	0,000000	32,249999	7,812500	
-832,049975	0,000000	38,699999	7,926471	
-825,599976	0,000000	45,149999	8,025735	
-819,149976	0,000000	51,599998	8,044118	
-812,699976	0,000000	58,049998	8,158089	
-806,249976	0,000000	64,499998	8,165442	
-799,799976	0,000000	70,949998	8,191176	
-793,349977	0,000000	77,399998	8,408089	
-786,899977	0,000000	83,849998	8,404411	
-780,449977	0,000000	90,299997	8,529411	
-773,999977	0,000000	96,749997	8,687500	
-767,549977	0,000000	103,199997	8,786765	
-761,099977	0,000000	109,649997	8,911765	
-754,649978	0,000000	116,099997	9,257353	
-748,199978	0,000000	122,549996	9,466911	
-741,749978	0,000000	128,999996	9,772058	
-735,299978	0,000000	135,449996	9,886029	
-728,849978	0,000000	141,899996	10,176471	
-722,399979	0,000000	148,349996	10,547794	
-715,949979	0,000000	154,799995	10,647058	
-709,499979	0,000000	161,249995	10,937500	
-703,049979	0,000000	167,699995	11,183824	
-696,599979	0,000000	174,149995	11,544118	
-690,149980	0,000000	180,599995	11,937500	
-683,699980	0,000000	187,049994	12,488971	
-677,249980	0,000000	193,499994	12,981618	
-670,799980	0,000000	199,949994	13,437500	
-664,349980	0,000000	206,399994	13,643382	
-657,899981	0,000000	212,849994	13,966911	
-651,449981	0,000000	219,299994	14,452206	
-644,999981	0,000000	225,749993	14,981618	
-638,549981	0,000000	232,199993	15,327206	
-632,099981	0,000000	238,649993	15,547794	
-625,649981	0,000000	245,099993	15,647058	
-619,199982	0,000000	251,549993	15,959558	
-612,749982	0,000000	257,999992	16,507353	
-606,299982	0,000000	264,449992	16,933823	
-599,849982	0,000000	270,899992	17,044117	
-593,399982	0,000000	277,349992	17,194853	
-586,949983	0,000000	283,799992	17,551470	
-580,499983	0,000000	290,249991	17,919117	
-574,049983	0,000000	296,699991	18,165442	
-567,599983	0,000000	303,149991	18,415442	
-561,149983	0,000000	309,599991	18,841911	
-554,699984	0,000000	316,049991	19,382353	
-548,249984	0,000000	322,499990	19,569853	
-541,799984	0,000000	328,949990	19,933823	
-535,349984	0,000000	335,399990	20,275736	
-528,899984	0,000000	341,849990	20,794117	
-522,449985	0,000000	348,299990	21,235294	
-515,999985	0,000000	354,749990	21,617647	
-509,549985	0,000000	361,199989	22,183823	
-503,099985	0,000000	367,649989	22,386030	
-496,649985	0,000000	374,099989	22,786764	
-490,199986	0,000000	380,549989	23,316177	
-483,749986	0,000000	386,999989	23,606617	
-477,299986	0,000000	393,449988	23,992647	
-470,849986	0,000000	399,899988	24,808823	
-464,399986	0,000000	406,349988	25,286764	
-457,949986	0,000000	412,799988	25,871323	
-451,499987	0,000000	419,249988	26,110294	
-445,049987	0,000000	425,699987	26,750000	
-438,599987	0,000000	432,149987	26,988970	
-432,149987	0,000000	438,599987	27,404411	
-425,699987	0,000000	445,049987	28,102942	
-419,249988	0,000000	451,499987	28,488970	
-412,799988	0,000000	457,949986	29,430147	
-406,349988	0,000000	464,399986	29,422794	
-399,899988	2,241750	470,849986	29,875000	
-393,449988	2,381636	477,299986	30,518383	
-386,999989	2,320660	483,749986	31,147058	
-380,549989	2,496413	490,199986	31,977942	
-374,099989	2,485653	496,649985	32,922794	
-367,649989	2,589670	503,099985	33,018383	
-361,199989	2,621951	509,549985	33,477940	
-354,749990	2,869441	515,999985	34,264706	
-348,299990	2,822812	522,449985	34,856617	
-341,849990	3,023673	528,899984	35,511028	
-335,399990	2,980631	535,349984	36,011028	
-328,949990	3,124103	541,799984	36,897060	
-322,499990	3,120516	548,249984	37,639706	
-316,049991	3,321377	554,699984	37,900734	
-309,599991	3,238881	561,149983	38,363972	
-303,149991	3,486370	567,599983	38,930145	
-296,699991	3,432568	574,049983	39,463234	
-290,249991	3,647776	580,499983	40,426472	
-283,799992	3,586801	586,949983	40,705883	
-277,349992	3,787661	593,399982	41,154411	
-270,899992	3,920373	599,849982	41,852940	
-264,449992	4,085366	606,299982	42,551472	
-257,999992	4,121234	612,749982	43,966911	
-251,549993	4,332855	619,199982	44,540440	
-245,099993	4,340029	625,649981	45,025734	
-238,649993	4,562410	632,099981	45,466911	
-232,199993	4,540889	638,549981	45,676472	
-225,749993	4,752511	644,999981	46,400734	
-219,299994	4,727403	651,449981	47,334560	
-212,849994	4,888809	657,899981	48,275734	
-206,399994	4,928264	664,349980	49,628677	
-199,949994	5,143472	670,799980	50,312500	
-193,499994	5,240316	677,249980	51,455883	
-187,049994	5,598996	683,699980	51,448528	
-180,599995	5,688666	690,149980	51,713234	
-174,149995	5,832138	696,599979	52,481617	
-167,699995	5,889527	703,049979	53,650734	
-161,249995	6,047346	709,499979	54,830883	
-154,799995	6,054519	715,949979	55,643383	
-148,349996	6,269728	722,399979	55,948528	
-141,899996	6,355811	728,849978	55,963234	
-135,449996	6,696557	735,299978	56,338234	
-128,999996	6,857962	741,749978	57,014706	
-122,549996	6,997848	748,199978	58,371323	
-116,099997	7,230990	754,649978	59,867645	
-109,649997	7,492826	761,099977	60,691177	
-103,199997	7,560975	767,549977	61,533089	
-96,749997	8,009326	773,999977	60,500000	
-90,299997	8,167145	780,449977	60,716911	
-83,849998	8,321377	786,899977	61,194855	
-77,399998	8,371592	793,349977	62,628677	
-70,949998	8,547346	799,799976	63,231617	
-64,499998	8,780488	806,249976	64,551468	
-58,049998	8,977762	812,699976	64,845589	
-51,599998	9,236012	819,149976	66,257355	
-45,149999	9,605452	825,599976	68,062500	
-38,699999	9,774031	832,049975	68,602943	
-32,249999	10,043042	838,499975	68,161766	
-25,799999	10,200861	844,949975	68,408089	
-19,349999	10,609756	851,399975	68,323532	
-12,900000	11,000717	857,849975	67,757355	
-6,450000	11,190818	864,299974	68,382355	
0,000000	11,355810	870,749974	70,735291	
6,450000	11,646342	877,199974	71,279411	
12,900000	11,961980	883,649974	72,264709	
19,349999	12,532282	890,099974	72,591911	
25,799999	12,629125	896,549973	73,014709	
32,249999	13,055954	902,999973	74,345589	
38,699999	13,224533	909,449973	74,125000	
45,149999	13,532999	915,899973	74,632355	
51,599998	13,672883	922,349973	76,415443	
58,049998	14,146342	928,799973	76,198532	
64,499998	14,365136	935,249972	76,455879	
70,949998	14,892396	941,699972	77,636032	
77,399998	15,190101	948,149972	78,970589	
83,849998	15,573889	954,599972	79,147057	
90,299997	15,731708	961,049972	79,911766	
96,749997	16,137015	967,499971	82,430145	
103,199997	16,302009	973,949971	84,988968	
109,649997	16,868723	980,399971	86,897057	
116,099997	17,241750	986,849971	87,062500	
122,549996	17,675753	993,299971	88,058823	
128,999996	17,916069	999,749970	87,573532	
135,449996	18,231707	1006,199970	87,077209	
141,899996	18,758967	1012,649970	86,073532	
148,349996	19,221665	1019,099970	85,860291	
154,799995	19,605451	1025,549970	86,584557	
161,249995	20,265424	1031,999969	88,150734	
167,699995	20,491391	1038,449969	87,716911	
