Thorlabs Beam
X-Y Profiles Data Export
Version: 9.0.5741.535

Date d.M.yyyy	28.3.2025
Time H:mm:ss	13:36:03

Device: 	BC106N-VIS
S/N: 	M00311551

Pos X [µm]	X Value [%]	Pos Y [µm]	Y Value [%]	
-2915,399914	0,703991	-2044,649940	0,714869	
-2908,949914	0,637472	-2038,199940	0,725082	
-2902,499914	0,643016	-2031,749940	0,765931	
-2896,049914	0,554324	-2025,299940	0,791462	
-2889,599915	0,620843	-2018,849940	0,791462	
-2883,149915	0,532151	-2012,399940	0,755719	
-2876,699915	0,665188	-2005,949941	0,750613	
-2870,249915	0,615299	-1999,499941	0,674020	
-2863,799915	0,654102	-1993,049941	0,755719	
-2857,349916	0,604213	-1986,599941	0,694444	
-2850,899916	0,670732	-1980,149941	0,740400	
-2844,449916	0,631929	-1973,699942	0,725082	
-2837,999916	0,665188	-1967,249942	0,771038	
-2831,549916	0,609756	-1960,799942	0,755719	
-2825,099916	0,687361	-1954,349942	0,719976	
-2818,649917	0,559867	-1947,899942	0,730188	
-2812,199917	0,681818	-1941,449943	0,740400	
-2805,749917	0,643016	-1934,999943	0,791462	
-2799,299917	0,648559	-1928,549943	0,750613	
-2792,849917	0,631929	-1922,099943	0,760825	
-2786,399918	0,676275	-1915,649943	0,786356	
-2779,949918	0,582040	-1909,199944	0,725082	
-2773,499918	0,742794	-1902,749944	0,755719	
-2767,049918	0,593126	-1896,299944	0,771038	
-2760,599918	0,676275	-1889,849944	0,816993	
-2754,149919	0,615299	-1883,399944	0,786356	
-2747,699919	0,676275	-1876,949944	0,837418	
-2741,249919	0,576497	-1870,499945	0,730188	
-2734,799919	0,703991	-1864,049945	0,801675	
-2728,349919	0,620843	-1857,599945	0,755719	
-2721,899920	0,648559	-1851,149945	0,704657	
-2715,449920	0,604213	-1844,699945	0,786356	
-2708,999920	0,681818	-1838,249946	0,750613	
-2702,549920	0,587583	-1831,799946	0,719976	
-2696,099920	0,698448	-1825,349946	0,760825	
-2689,649920	0,593126	-1818,899946	0,796569	
-2683,199921	0,692905	-1812,449946	0,725082	
-2676,749921	0,593126	-1805,999947	0,699551	
-2670,299921	0,626386	-1799,549947	0,796569	
-2663,849921	0,548780	-1793,099947	0,786356	
-2657,399921	0,676275	-1786,649947	0,760825	
-2650,949922	0,593126	-1780,199947	0,822100	
-2644,499922	0,681818	-1773,749948	0,765931	
-2638,049922	0,587583	-1767,299948	0,781250	
-2631,599922	0,648559	-1760,849948	0,765931	
-2625,149922	0,570953	-1754,399948	0,786356	
-2618,699923	0,665188	-1747,949948	0,781250	
-2612,249923	0,615299	-1741,499949	0,796569	
-2605,799923	0,654102	-1735,049949	0,781250	
-2599,349923	0,498891	-1728,599949	0,745507	
-2592,899923	0,654102	-1722,149949	0,725082	
-2586,449924	0,609756	-1715,699949	0,714869	
-2579,999924	0,659645	-1709,249949	0,719976	
-2573,549924	0,615299	-1702,799950	0,704657	
-2567,099924	0,681818	-1696,349950	0,760825	
-2560,649924	0,620843	-1689,899950	0,765931	
-2554,199924	0,643016	-1683,449950	0,719976	
-2547,749925	0,654102	-1676,999950	0,760825	
-2541,299925	0,698448	-1670,549951	0,765931	
-2534,849925	0,582040	-1664,099951	0,745507	
-2528,399925	0,681818	-1657,649951	0,786356	
-2521,949925	0,587583	-1651,199951	0,765931	
-2515,499926	0,692905	-1644,749951	0,765931	
-2509,049926	0,609756	-1638,299952	0,796569	
-2502,599926	0,709534	-1631,849952	0,791462	
-2496,149926	0,593126	-1625,399952	0,750613	
-2489,699926	0,654102	-1618,949952	0,725082	
-2483,249927	0,593126	-1612,499952	0,735294	
-2476,799927	0,648559	-1606,049953	0,786356	
-2470,349927	0,593126	-1599,599953	0,730188	
-2463,899927	0,665188	-1593,149953	0,730188	
-2457,449927	0,637472	-1586,699953	0,765931	
-2450,999928	0,665188	-1580,249953	0,801675	
-2444,549928	0,565410	-1573,799953	0,796569	
-2438,099928	0,648559	-1567,349954	0,750613	
-2431,649928	0,587583	-1560,899954	0,781250	
-2425,199928	0,631929	-1554,449954	0,786356	
-2418,749928	0,598670	-1547,999954	0,776144	
-2412,299929	0,676275	-1541,549954	0,735294	
-2405,849929	0,582040	-1535,099955	0,730188	
-2399,399929	0,654102	-1528,649955	0,771038	
-2392,949929	0,593126	-1522,199955	0,709763	
-2386,499929	0,654102	-1515,749955	0,786356	
-2380,049930	0,565410	-1509,299955	0,750613	
-2373,599930	0,703991	-1502,849956	0,704657	
-2367,149930	0,570953	-1496,399956	0,745507	
-2360,699930	0,670732	-1489,949956	0,776144	
-2354,249930	0,604213	-1483,499956	0,735294	
-2347,799931	0,659645	-1477,049956	0,791462	
-2341,349931	0,559867	-1470,599957	0,765931	
-2334,899931	0,676275	-1464,149957	0,745507	
-2328,449931	0,543237	-1457,699957	0,714869	
-2321,999931	0,631929	-1451,249957	0,781250	
-2315,549932	0,593126	-1444,799957	0,791462	
-2309,099932	0,643016	-1438,349957	0,816993	
-2302,649932	0,548780	-1431,899958	0,811887	
-2296,199932	0,648559	-1425,449958	0,776144	
-2289,749932	0,615299	-1418,999958	0,719976	
-2283,299932	0,643016	-1412,549958	0,776144	
-2276,849933	0,604213	-1406,099958	0,750613	
-2270,399933	0,654102	-1399,649959	0,730188	
-2263,949933	0,587583	-1393,199959	0,745507	
-2257,499933	0,709534	-1386,749959	0,791462	
-2251,049933	0,631929	-1380,299959	0,745507	
-2244,599934	0,676275	-1373,849959	0,760825	
-2238,149934	0,543237	-1367,399960	0,791462	
-2231,699934	0,698448	-1360,949960	0,745507	
-2225,249934	0,582040	-1354,499960	0,740400	
-2218,799934	0,654102	-1348,049960	0,725082	
-2212,349935	0,598670	-1341,599960	0,694444	
-2205,899935	0,670732	-1335,149961	0,719976	
-2199,449935	0,593126	-1328,699961	0,786356	
-2192,999935	0,692905	-1322,249961	0,760825	
-2186,549935	0,604213	-1315,799961	0,735294	
-2180,099936	0,665188	-1309,349961	0,765931	
-2173,649936	0,587583	-1302,899961	0,781250	
-2167,199936	0,620843	-1296,449962	0,750613	
-2160,749936	0,593126	-1289,999962	0,694444	
-2154,299936	0,670732	-1283,549962	0,811887	
-2147,849936	0,554324	-1277,099962	0,760825	
-2141,399937	0,620843	-1270,649962	0,806781	
-2134,949937	0,587583	-1264,199963	0,755719	
-2128,499937	0,615299	-1257,749963	0,791462	
-2122,049937	0,648559	-1251,299963	0,796569	
-2115,599937	0,654102	-1244,849963	0,740400	
-2109,149938	0,609756	-1238,399963	0,689338	
-2102,699938	0,665188	-1231,949964	0,796569	
-2096,249938	0,631929	-1225,499964	0,755719	
-2089,799938	0,631929	-1219,049964	0,745507	
-2083,349938	0,570953	-1212,599964	0,776144	
-2076,899939	0,670732	-1206,149964	0,755719	
-2070,449939	0,615299	-1199,699965	0,735294	
-2063,999939	0,670732	-1193,249965	0,719976	
-2057,549939	0,615299	-1186,799965	0,735294	
-2051,099939	0,709534	-1180,349965	0,719976	
-2044,649940	0,598670	-1173,899965	0,719976	
-2038,199940	0,648559	-1167,449965	0,719976	
-2031,749940	0,665188	-1160,999966	0,740400	
-2025,299940	0,670732	-1154,549966	0,745507	
-2018,849940	0,565410	-1148,099966	0,801675	
-2012,399940	0,681818	-1141,649966	0,791462	
-2005,949941	0,587583	-1135,199966	0,745507	
-1999,499941	0,676275	-1128,749967	0,806781	
-1993,049941	0,554324	-1122,299967	0,735294	
-1986,599941	0,659645	-1115,849967	0,740400	
-1980,149941	0,615299	-1109,399967	0,852737	
-1973,699942	0,631929	-1102,949967	0,842524	
-1967,249942	0,598670	-1096,499968	0,735294	
-1960,799942	0,654102	-1090,049968	0,796569	
-1954,349942	0,631929	-1083,599968	0,781250	
-1947,899942	0,659645	-1077,149968	0,750613	
-1941,449943	0,570953	-1070,699968	0,776144	
-1934,999943	0,637472	-1064,249969	0,781250	
-1928,549943	0,604213	-1057,799969	0,801675	
-1922,099943	0,670732	-1051,349969	0,791462	
-1915,649943	0,576497	-1044,899969	0,837418	
-1909,199944	0,670732	-1038,449969	0,806781	
-1902,749944	0,593126	-1031,999969	0,796569	
-1896,299944	0,681818	-1025,549970	0,791462	
-1889,849944	0,570953	-1019,099970	0,811887	
-1883,399944	0,715078	-1012,649970	0,832312	
-1876,949944	0,576497	-1006,199970	0,832312	
-1870,499945	0,654102	-999,749970	0,796569	
-1864,049945	0,593126	-993,299971	0,776144	
-1857,599945	0,654102	-986,849971	0,781250	
-1851,149945	0,576497	-980,399971	0,776144	
-1844,699945	0,665188	-973,949971	0,801675	
-1838,249946	0,604213	-967,499971	0,765931	
-1831,799946	0,626386	-961,049972	0,796569	
-1825,349946	0,532151	-954,599972	0,842524	
-1818,899946	0,654102	-948,149972	0,796569	
-1812,449946	0,554324	-941,699972	0,725082	
-1805,999947	0,681818	-935,249972	0,760825	
-1799,549947	0,593126	-928,799973	0,771038	
-1793,099947	0,670732	-922,349973	0,811887	
-1786,649947	0,593126	-915,899973	0,816993	
-1780,199947	0,709534	-909,449973	0,806781	
-1773,749948	0,582040	-902,999973	0,832312	
-1767,299948	0,631929	-896,549973	0,765931	
-1760,849948	0,593126	-890,099974	0,827206	
-1754,399948	0,703991	-883,649974	0,760825	
-1747,949948	0,598670	-877,199974	0,776144	
-1741,499949	0,654102	-870,749974	0,832312	
-1735,049949	0,582040	-864,299974	0,811887	
-1728,599949	0,654102	-857,849975	0,796569	
-1722,149949	0,554324	-851,399975	0,801675	
-1715,699949	0,698448	-844,949975	0,755719	
-1709,249949	0,587583	-838,499975	0,745507	
-1702,799950	0,670732	-832,049975	0,781250	
-1696,349950	0,615299	-825,599976	0,806781	
-1689,899950	0,665188	-819,149976	0,776144	
-1683,449950	0,593126	-812,699976	0,765931	
-1676,999950	0,692905	-806,249976	0,771038	
-1670,549951	0,620843	-799,799976	0,776144	
-1664,099951	0,709534	-793,349977	0,760825	
-1657,649951	0,631929	-786,899977	0,750613	
-1651,199951	0,654102	-780,449977	0,776144	
-1644,749951	0,604213	-773,999977	0,822100	
-1638,299952	0,626386	-767,549977	0,771038	
-1631,849952	0,615299	-761,099977	0,776144	
-1625,399952	0,670732	-754,649978	0,771038	
-1618,949952	0,559867	-748,199978	0,811887	
-1612,499952	0,670732	-741,749978	0,740400	
-1606,049953	0,620843	-735,299978	0,765931	
-1599,599953	0,620843	-728,849978	0,735294	
-1593,149953	0,637472	-722,399979	0,776144	
-1586,699953	0,670732	-715,949979	0,771038	
-1580,249953	0,620843	-709,499979	0,796569	
-1573,799953	0,687361	-703,049979	0,791462	
-1567,349954	0,587583	-696,599979	0,771038	
-1560,899954	0,659645	-690,149980	0,735294	
-1554,449954	0,659645	-683,699980	0,801675	
-1547,999954	0,681818	-677,249980	0,750613	
-1541,549954	0,598670	-670,799980	0,796569	
-1535,099955	0,659645	-664,349980	0,755719	
-1528,649955	0,615299	-657,899981	0,786356	
-1522,199955	0,654102	-651,449981	0,750613	
-1515,749955	0,609756	-644,999981	0,745507	
-1509,299955	0,676275	-638,549981	0,786356	
-1502,849956	0,604213	-632,099981	0,765931	
-1496,399956	0,620843	-625,649981	0,816993	
-1489,949956	0,637472	-619,199982	0,760825	
-1483,499956	0,665188	-612,749982	0,745507	
-1477,049956	0,659645	-606,299982	0,765931	
-1470,599957	0,681818	-599,849982	0,786356	
-1464,149957	0,593126	-593,399982	0,796569	
-1457,699957	0,681818	-586,949983	0,776144	
-1451,249957	0,626386	-580,499983	0,776144	
-1444,799957	0,698448	-574,049983	0,801675	
-1438,349957	0,598670	-567,599983	0,842524	
-1431,899958	0,692905	-561,149983	0,801675	
-1425,449958	0,615299	-554,699984	0,832312	
-1418,999958	0,670732	-548,249984	0,827206	
-1412,549958	0,582040	-541,799984	0,842524	
-1406,099958	0,698448	-535,349984	0,832312	
-1399,649959	0,604213	-528,899984	0,837418	
-1393,199959	0,643016	-522,449985	0,796569	
-1386,749959	0,582040	-515,999985	0,791462	
-1380,299959	0,726164	-509,549985	0,806781	
-1373,849959	0,604213	-503,099985	0,725082	
-1367,399960	0,687361	-496,649985	0,796569	
-1360,949960	0,620843	-490,199986	0,801675	
-1354,499960	0,659645	-483,749986	0,837418	
-1348,049960	0,609756	-477,299986	0,755719	
-1341,599960	0,620843	-470,849986	0,745507	
-1335,149961	0,659645	-464,399986	0,760825	
-1328,699961	0,643016	-457,949986	0,816993	
-1322,249961	0,576497	-451,499987	0,755719	
-1315,799961	0,665188	-445,049987	0,735294	
-1309,349961	0,615299	-438,599987	0,832312	
-1302,899961	0,648559	-432,149987	0,868056	
-1296,449962	0,620843	-425,699987	0,781250	
-1289,999962	0,709534	-419,249988	0,837418	
-1283,549962	0,598670	-412,799988	0,760825	
-1277,099962	0,659645	-406,349988	0,750613	
-1270,649962	0,626386	-399,899988	0,791462	
-1264,199963	0,692905	-393,449988	0,842524	
-1257,749963	0,609756	-386,999989	0,822100	
-1251,299963	0,659645	-380,549989	0,755719	
-1244,849963	0,626386	-374,099989	0,776144	
-1238,399963	0,659645	-367,649989	0,827206	
-1231,949964	0,587583	-361,199989	0,801675	
-1225,499964	0,670732	-354,749990	0,786356	
-1219,049964	0,648559	-348,299990	0,801675	
-1212,599964	0,665188	-341,849990	0,740400	
-1206,149964	0,587583	-335,399990	0,791462	
-1199,699965	0,687361	-328,949990	0,786356	
-1193,249965	0,593126	-322,499990	0,786356	
-1186,799965	0,681818	-316,049991	0,760825	
-1180,349965	0,654102	-309,599991	0,868056	
-1173,899965	0,676275	-303,149991	0,796569	
-1167,449965	0,598670	-296,699991	0,791462	
-1160,999966	0,654102	-290,249991	0,786356	
-1154,549966	0,598670	-283,799992	0,816993	
-1148,099966	0,670732	-277,349992	0,832312	
-1141,649966	0,631929	-270,899992	0,796569	
-1135,199966	0,665188	-264,449992	0,796569	
-1128,749967	0,609756	-257,999992	0,868056	
-1122,299967	0,720621	-251,549993	0,796569	
-1115,849967	0,604213	-245,099993	0,801675	
-1109,399967	0,720621	-238,649993	0,786356	
-1102,949967	0,631929	-232,199993	0,786356	
-1096,499968	0,670732	-225,749993	0,796569	
-1090,049968	0,615299	-219,299994	0,816993	
-1083,599968	0,726164	-212,849994	0,806781	
-1077,149968	0,626386	-206,399994	0,806781	
-1070,699968	0,681818	-199,949994	0,811887	
-1064,249969	0,604213	-193,499994	0,827206	
-1057,799969	0,665188	-187,049994	0,801675	
-1051,349969	0,620843	-180,599995	0,781250	
-1044,899969	0,676275	-174,149995	0,832312	
-1038,449969	0,665188	-167,699995	0,730188	
-1031,999969	0,726164	-161,249995	0,796569	
-1025,549970	0,620843	-154,799995	0,745507	
-1019,099970	0,726164	-148,349996	0,750613	
-1012,649970	0,692905	-141,899996	0,719976	
-1006,199970	0,748337	-135,449996	0,745507	
-999,749970	0,737251	-128,999996	0,765931	
-993,299971	0,759424	-122,549996	0,760825	
-986,849971	0,726164	-116,099997	0,765931	
-980,399971	0,848115	-109,649997	0,781250	
-973,949971	0,803769	-103,199997	0,755719	
-967,499971	0,842572	-96,749997	0,735294	
-961,049972	0,898004	-90,299997	0,827206	
-954,599972	0,958980	-83,849998	0,786356	
-948,149972	0,831486	-77,399998	0,811887	
-941,699972	1,014412	-70,949998	0,791462	
-935,249972	0,942350	-64,499998	0,765931	
-928,799973	1,064302	-58,049998	0,760825	
-922,349973	1,053215	-51,599998	0,816993	
-915,899973	1,219512	-45,149999	0,694444	
-909,449973	1,114191	-38,699999	0,781250	
-902,999973	1,258315	-32,249999	0,714869	
-896,549973	1,158537	-25,799999	0,806781	
-890,099974	1,369180	-19,349999	0,725082	
-883,649974	1,313747	-12,900000	0,745507	
-877,199974	1,363636	-6,450000	0,776144	
-870,749974	1,407982	0,000000	0,827206	
-864,299974	1,468958	6,450000	0,786356	
-857,849975	1,463415	12,900000	0,796569	
-851,399975	1,607539	19,349999	0,745507	
-844,949975	1,579823	25,799999	0,776144	
-838,499975	1,601996	32,249999	0,745507	
-832,049975	1,657428	38,699999	0,765931	
-825,599976	1,801552	45,149999	0,811887	
-819,149976	1,768293	51,599998	0,822100	
-812,699976	1,895787	58,049998	0,760825	
-806,249976	1,768293	64,499998	0,801675	
-799,799976	2,062084	70,949998	0,781250	
-793,349977	2,073171	77,399998	0,806781	
-786,899977	2,178492	83,849998	0,806781	
-780,449977	2,217295	90,299997	0,786356	
-773,999977	2,361419	96,749997	0,765931	
-767,549977	2,311530	103,199997	0,786356	
-761,099977	2,472284	109,649997	0,806781	
-754,649978	2,439025	116,099997	0,709763	
-748,199978	2,655211	122,549996	0,745507	
-741,749978	2,732816	128,999996	0,745507	
-735,299978	2,987805	135,449996	0,791462	
-728,849978	2,915743	141,899996	0,781250	
-722,399979	3,048781	148,349996	0,822100	
-715,949979	3,165188	154,799995	0,776144	
-709,499979	3,154102	161,249995	0,822100	
-703,049979	3,303770	167,699995	0,822100	
-696,599979	3,592018	174,149995	0,806781	
-690,149980	3,464523	180,599995	0,806781	
-683,699980	3,791574	187,049994	0,806781	
-677,249980	3,813747	193,499994	0,847631	
-670,799980	4,085366	199,949994	0,837418	
-664,349980	4,074279	206,399994	0,786356	
-657,899981	4,262749	212,849994	0,760825	
-651,449981	4,312639	219,299994	0,816993	
-644,999981	4,706208	225,749993	0,791462	
-638,549981	4,695122	232,199993	0,816993	
-632,099981	4,922395	238,649993	0,847631	
-625,649981	4,883592	245,099993	0,827206	
-619,199982	5,293791	251,549993	0,816993	
-612,749982	5,304878	257,999992	0,822100	
-606,299982	5,676275	264,449992	0,816993	
-599,849982	5,726164	270,899992	0,796569	
-593,399982	6,108648	277,349992	0,801675	
-586,949983	6,141907	283,799992	0,806781	
-580,499983	6,480044	290,249991	0,811887	
-574,049983	6,596453	296,699991	0,791462	
-567,599983	6,884701	303,149991	0,811887	
-561,149983	6,951219	309,599991	0,765931	
-554,699984	7,405765	316,049991	0,786356	
-548,249984	7,411308	322,499990	0,816993	
-541,799984	7,688470	328,949990	0,811887	
-535,349984	8,037694	335,399990	0,806781	
-528,899984	8,170732	341,849990	0,781250	
-522,449985	8,514412	348,299990	0,786356	
-515,999985	8,930155	354,749990	0,842524	
-509,549985	9,063193	361,199989	0,832312	
-503,099985	9,390244	367,649989	0,781250	
-496,649985	9,495565	374,099989	0,714869	
-490,199986	10,072062	380,549989	0,816993	
-483,749986	10,365854	386,999989	0,816993	
-477,299986	10,726164	393,449988	0,816993	
-470,849986	10,975610	399,899988	0,765931	
-464,399986	11,247228	406,349988	0,796569	
-457,949986	11,590909	412,799988	0,776144	
-451,499987	12,189579	419,249988	0,786356	
-445,049987	12,389135	425,699987	0,837418	
-438,599987	12,893569	432,149987	0,750613	
-432,149987	13,309313	438,599987	0,862949	
-425,699987	13,658537	445,049987	0,806781	
-419,249988	14,046563	451,499987	0,781250	
-412,799988	14,700665	457,949986	0,811887	
-406,349988	15,044346	464,399986	0,735294	
-399,899988	15,332594	470,849986	0,822100	
-393,449988	15,742794	477,299986	0,822100	
-386,999989	16,086474	483,749986	0,791462	
-380,549989	16,906874	490,199986	0,796569	
-374,099989	17,577605	496,649985	0,908905	
-367,649989	17,788249	503,099985	0,776144	
-361,199989	18,148559	509,549985	0,776144	
-354,749990	18,464524	515,999985	0,822100	
-348,299990	19,889136	522,449985	0,801675	
-341,849990	20,310421	528,899984	0,811887	
-335,399990	21,103105	535,349984	0,832312	
-328,949990	21,108647	541,799984	0,745507	
-322,499990	21,518846	548,249984	0,811887	
-316,049991	21,956762	554,699984	0,852737	
-309,599991	22,943460	561,149983	0,760825	
-303,149991	24,007760	567,599983	0,811887	
-296,699991	24,861418	574,049983	0,791462	
-290,249991	25,537695	580,499983	0,816993	
-283,799992	26,324834	586,949983	0,842524	
-277,349992	26,424612	593,399982	0,852737	
-270,899992	27,150776	599,849982	0,816993	
-264,449992	27,616408	606,299982	0,781250	
-257,999992	28,043238	612,749982	0,842524	
-251,549993	28,442350	619,199982	0,842524	
-245,099993	29,129711	625,649981	0,765931	
-238,649993	30,094236	632,099981	0,903799	
-232,199993	31,164080	638,549981	0,888480	
-225,749993	31,635254	644,999981	0,832312	
-219,299994	31,934591	651,449981	0,796569	
-212,849994	33,470067	657,899981	0,888480	
-206,399994	34,944567	664,349980	0,878268	
-199,949994	35,227273	670,799980	0,832312	
-193,499994	35,936806	677,249980	0,873162	
-187,049994	36,862529	683,699980	0,847631	
-180,599995	37,500000	690,149980	0,852737	
-174,149995	38,242795	696,599979	0,893587	
-167,699995	39,423505	703,049979	0,924224	
-161,249995	40,543235	709,499979	0,873162	
-154,799995	41,690688	715,949979	0,862949	
-148,349996	42,466740	722,399979	0,827206	
-141,899996	43,658538	728,849978	0,908905	
-135,449996	44,323726	735,299978	0,898693	
-128,999996	47,317071	741,749978	0,919118	
-122,549996	49,517740	748,199978	0,965074	
-116,099997	48,691797	754,649978	0,954861	
-109,649997	47,694011	761,099977	1,031454	
-103,199997	48,736143	767,549977	1,108047	
-96,749997	48,702882	773,999977	1,108047	
-90,299997	49,523280	780,449977	1,036560	
-83,849998	52,461199	786,899977	1,184640	
-77,399998	55,293790	793,349977	1,036560	
-70,949998	56,252770	799,799976	1,108047	
-64,499998	56,097559	806,249976	1,159110	
-58,049998	54,639691	812,699976	1,261234	
-51,599998	54,312637	819,149976	1,235703	
-45,149999	55,770510	825,599976	1,337827	
-38,699999	56,884701	832,049975	1,337827	
-32,249999	56,358095	838,499975	1,388889	
-25,799999	56,812638	844,949975	1,261234	
-19,349999	57,317075	851,399975	1,399101	
-12,900000	59,606431	857,849975	1,557394	
-6,450000	59,817071	864,299974	1,496119	
0,000000	60,171838	870,749974	1,526757	
6,450000	61,175164	877,199974	1,598243	
12,900000	63,181816	883,649974	1,756536	
19,349999	65,171840	890,099974	1,710580	
25,799999	67,123062	896,549973	1,761642	
32,249999	67,267184	902,999973	1,771855	
38,699999	69,262747	909,449973	1,822917	
45,149999	71,136362	915,899973	1,879085	
51,599998	71,657428	922,349973	1,925041	
58,049998	73,597561	928,799973	1,873979	
64,499998	75,559868	935,249972	2,032271	
70,949998	76,430156	941,699972	2,098652	
77,399998	78,508871	948,149972	2,047590	
83,849998	80,837033	954,599972	2,180351	
90,299997	82,045451	961,049972	2,292688	
96,749997	81,662967	967,499971	2,338644	
103,199997	81,297120	973,949971	2,435662	
109,649997	81,363635	980,399971	2,527574	
116,099997	81,529929	986,849971	2,547998	
122,549996	82,899111	993,299971	2,726716	
128,999996	85,665191	999,749970	2,696078	
135,449996	87,344785	1006,199970	2,813521	
141,899996	88,436803	1012,649970	2,808415	
148,349996	86,347008	1019,099970	2,971814	
154,799995	84,057652	1025,549970	3,145425	
161,249995	84,573174	1031,999969	3,324142	
167,699995	87,372502	1038,449969	3,339461	
174,149995	89,495564	1044,899969	3,416054	
180,599995	91,025500	1051,349969	3,635621	
187,049994	92,084260	1057,799969	3,650939	
193,499994	91,618625	1064,249969	3,656046	
199,949994	91,546562	1070,699968	3,850082	
206,399994	93,470071	1077,149968	3,911356	
