-1760,849948	1,105691	-890,099974	0,000000	
-1754,399948	1,284553	-883,649974	0,000000	
-1747,949948	1,463415	-877,199974	0,000000	
-1741,499949	1,593496	-870,749974	0,000000	
-1735,049949	1,780488	-864,299974	0,000000	
-1728,599949	1,959350	-857,849975	0,000000	
-1722,149949	2,048781	-851,399975	0,000000	
-1715,699949	2,373984	-844,949975	0,000000	
-1709,249949	2,479675	-838,499975	0,000000	
-1702,799950	2,886179	-832,049975	0,000000	
-1696,349950	2,967480	-825,599976	0,000000	
-1689,899950	3,447154	-819,149976	0,000000	
-1683,449950	3,617886	-812,699976	0,000000	
-1676,999950	4,024390	-806,249976	0,000000	
-1670,549951	4,447155	-799,799976	0,000000	
-1664,099951	4,813008	-793,349977	0,000000	
-1657,649951	5,219512	-786,899977	0,000000	
-1651,199951	5,910569	-780,449977	0,000000	
-1644,749951	6,178862	-773,999977	0,000000	
-1638,299952	6,910569	-767,549977	0,000000	
-1631,849952	7,520325	-761,099977	0,000000	
-1625,399952	8,479675	-754,649978	0,000000	
-1618,949952	9,195122	-748,199978	0,000000	
-1612,499952	10,186992	-741,749978	0,000000	
-1606,049953	11,065040	-735,299978	0,000000	
-1599,599953	12,455285	-728,849978	0,000000	
-1593,149953	13,390244	-722,399979	0,000000	
-1586,699953	15,000000	-715,949979	0,000000	
-1580,249953	16,349594	-709,499979	0,000000	
-1573,799953	17,894309	-703,049979	0,000000	
-1567,349954	19,544716	-696,599979	0,000000	
-1560,899954	21,439025	-690,149980	0,000000	
-1554,449954	22,991870	-683,699980	0,000000	
-1547,999954	24,910569	-677,249980	0,000000	
-1541,549954	26,642276	-670,799980	0,000000	
-1535,099955	28,365854	-664,349980	0,000000	
-1528,649955	30,357723	-657,899981	0,000000	
-1522,199955	32,284552	-651,449981	0,000000	
-1515,749955	34,430895	-644,999981	0,000000	
-1509,299955	36,569106	-638,549981	0,000000	
-1502,849956	38,878050	-632,099981	0,000000	
-1496,399956	41,536585	-625,649981	0,000000	
-1489,949956	43,796749	-619,199982	0,000000	
-1483,499956	46,804880	-612,749982	0,000000	
-1477,049956	49,536584	-606,299982	0,000000	
-1470,599957	52,813009	-599,849982	0,000000	
-1464,149957	55,934957	-593,399982	0,000000	
-1457,699957	59,040648	-586,949983	0,000000	
-1451,249957	62,170734	-580,499983	0,000000	
-1444,799957	64,829267	-574,049983	0,000000	
-1438,349957	67,170734	-567,599983	0,000000	
-1431,899958	70,016263	-561,149983	0,000000	
-1425,449958	72,577235	-554,699984	0,000000	
-1418,999958	75,024389	-548,249984	0,000000	
-1412,549958	76,813011	-541,799984	0,000000	
-1406,099958	78,845526	-535,349984	0,000000	
-1399,649959	80,723578	-528,899984	0,000000	
-1393,199959	82,195123	-522,449985	0,000000	
-1386,749959	84,186993	-515,999985	0,000000	
-1380,299959	86,243903	-509,549985	0,000000	
-1373,849959	88,089428	-503,099985	0,000000	
-1367,399960	90,390244	-496,649985	0,000000	
-1360,949960	91,707319	-490,199986	0,000000	
-1354,499960	93,219509	-483,749986	0,000000	
-1348,049960	94,821135	-477,299986	0,000000	
-1341,599960	95,666669	-470,849986	0,000000	
-1335,149961	97,219512	-464,399986	0,000000	
-1328,699961	98,357722	-457,949986	0,000000	
-1322,249961	99,113820	-451,499987	0,000000	
-1315,799961	99,934959	-445,049987	0,000000	
-1309,349961	100,040652	-438,599987	0,000000	
-1302,899961	100,268294	-432,149987	0,000000	
-1296,449962	100,739835	-425,699987	0,000000	
-1289,999962	101,203251	-419,249988	0,000000	
-1283,549962	100,780487	-412,799988	0,000000	
-1277,099962	100,747967	-406,349988	0,000000	
-1270,649962	100,382112	-399,899988	0,000000	
-1264,199963	99,715449	-393,449988	0,000000	
-1257,749963	99,048780	-386,999989	0,000000	
-1251,299963	97,934958	-380,549989	0,000000	
-1244,849963	96,869920	-374,099989	0,000000	
-1238,399963	96,008129	-367,649989	0,000000	
-1231,949964	95,138213	-361,199989	0,000000	
-1225,499964	94,170729	-354,749990	0,000000	
-1219,049964	92,601624	-348,299990	0,000000	
-1212,599964	90,691058	-341,849990	0,000000	
-1206,149964	88,975608	-335,399990	0,000000	
-1199,699965	86,845531	-328,949990	0,000000	
-1193,249965	84,861787	-322,499990	0,000000	
-1186,799965	82,707316	-316,049991	0,000000	
-1180,349965	80,138213	-309,599991	0,000000	
-1173,899965	77,959347	-303,149991	0,000000	
-1167,449965	75,178865	-296,699991	0,000000	
-1160,999966	72,252032	-290,249991	0,000000	
-1154,549966	69,569105	-283,799992	0,000000	
-1148,099966	67,243900	-277,349992	0,000000	
-1141,649966	64,349594	-270,899992	0,000000	
-1135,199966	61,731707	-264,449992	0,000000	
-1128,749967	58,991871	-257,999992	0,000000	
-1122,299967	56,536585	-251,549993	0,000000	
-1115,849967	54,300810	-245,099993	0,000000	
-1109,399967	52,317073	-238,649993	0,000000	
-1102,949967	50,341463	-232,199993	0,000000	
-1096,499968	48,504066	-225,749993	0,000000	
-1090,049968	46,715447	-219,299994	0,000000	
-1083,599968	45,414635	-212,849994	0,000000	
-1077,149968	44,016260	-206,399994	0,000000	
-1070,699968	42,650407	-199,949994	0,000000	
-1064,249969	41,333332	-193,499994	0,000000	
-1057,799969	40,138213	-187,049994	0,000000	
-1051,349969	38,788617	-180,599995	0,000000	
-1044,899969	37,138211	-174,149995	0,000000	
-1038,449969	35,821139	-167,699995	0,000000	
-1031,999969	34,284554	-161,249995	0,000000	
-1025,549970	32,447154	-154,799995	0,000000	
-1019,099970	30,756098	-148,349996	0,000000	
-1012,649970	28,731709	-141,899996	0,000000	
-1006,199970	27,130082	-135,449996	0,000000	
-999,749970	25,414634	-128,999996	0,000000	
-993,299971	24,113820	-122,549996	0,000000	
-986,849971	22,268292	-116,099997	0,000000	
-980,399971	20,894310	-109,649997	0,000000	
-973,949971	19,585366	-103,199997	0,000000	
-967,499971	18,520325	-96,749997	0,000000	
-961,049972	17,300812	-90,299997	0,000000	
-954,599972	16,544716	-83,849998	0,000000	
-948,149972	15,731707	-77,399998	0,000000	
-941,699972	14,853659	-70,949998	0,000000	
-935,249972	14,113820	-64,499998	0,000000	
-928,799973	13,512195	-58,049998	0,000000	
-922,349973	12,894309	-51,599998	0,000000	
-915,899973	12,260163	-45,149999	0,000000	
-909,449973	11,691057	-38,699999	0,000000	
-902,999973	10,902439	-32,249999	0,000000	
-896,549973	10,235772	-25,799999	0,000000	
-890,099974	9,853659	-19,349999	0,000000	
-883,649974	8,991870	-12,900000	0,000000	
-877,199974	8,333333	-6,450000	0,000000	
-870,749974	7,577236	0,000000	0,000000	
-864,299974	6,804878	6,450000	0,000000	
-857,849975	5,967480	12,900000	0,000000	
-851,399975	5,560975	19,349999	0,000000	
-844,949975	4,878049	25,799999	0,000000	
-838,499975	4,487805	32,249999	0,000000	
-832,049975	4,016260	38,699999	1,387032	
-825,599976	3,682927	45,149999	1,403743	
-819,149976	3,317073	51,599998	1,554144	
-812,699976	3,178862	58,049998	1,654412	
-806,249976	2,926829	64,499998	1,880013	
-799,799976	2,821138	70,949998	1,938503	
-793,349977	2,609756	77,399998	2,122326	
-786,899977	2,520325	83,849998	2,256016	
-780,449977	2,300813	90,299997	2,423128	
-773,999977	2,317073	96,749997	2,540107	
-767,549977	2,105691	103,199997	2,665441	
-761,099977	2,056911	109,649997	2,865976	
-754,649978	1,821138	116,099997	3,008021	
-748,199978	1,723577	122,549996	3,308823	
-741,749978	1,544715	128,999996	3,576203		
