d / dilky	  d / nm	signal
  24.7492	 783.000	    4
  24.7495	 783.019	    5
  24.7499	 783.039	    4
  24.7503	 783.058	    5
  24.7506	 783.078	    5
  24.7510	 783.097	    5
  24.7514	 783.117	    5
  24.7517	 783.137	    5
  24.7521	 783.156	    5
  24.7525	 783.176	    5
  24.7529	 783.195	    5
  24.7532	 783.215	    5
  24.7536	 783.234	    5
  24.7540	 783.254	    5
  24.7543	 783.273	    5
  24.7547	 783.293	    5
  24.7551	 783.313	    4
  24.7554	 783.332	    5
  24.7558	 783.352	    5
  24.7562	 783.371	    5
  24.7566	 783.391	    5
  24.7569	 783.410	    5
  24.7573	 783.430	    5
  24.7577	 783.450	    5
  24.7580	 783.469	    5
  24.7584	 783.489	    5
  24.7588	 783.508	    5
  24.7591	 783.528	    5
  24.7595	 783.547	    5
  24.7599	 783.567	    5
  24.7603	 783.587	    5
  24.7606	 783.606	    5
  24.7610	 783.626	    5
  24.7614	 783.645	    5
  24.7617	 783.665	    5
  24.7621	 783.684	    5
  24.7625	 783.704	    5
  24.7628	 783.723	    5
  24.7632	 783.743	    5
  24.7636	 783.763	    5
  24.7640	 783.782	    5
  24.7643	 783.802	    5
  24.7647	 783.821	    5
  24.7651	 783.841	    5
  24.7654	 783.860	    5
  24.7658	 783.880	    5
  24.7662	 783.900	    5
  24.7665	 783.919	    5
  24.7669	 783.939	    5
  24.7673	 783.958	    5
  24.7677	 783.978	    5
  24.7680	 783.997	    5
  24.7684	 784.017	    5
  24.7688	 784.037	    5
  24.7691	 784.056	    5
  24.7695	 784.076	    5
  24.7699	 784.095	    5
  24.7702	 784.115	    5
  24.7706	 784.134	    5
  24.7710	 784.154	    5
  24.7714	 784.174	    5
  24.7717	 784.193	    5
  24.7721	 784.213	    5
  24.7725	 784.232	    5
  24.7728	 784.252	    4
  24.7732	 784.271	    5
  24.7736	 784.291	    5
  24.7739	 784.310	    5
  24.7743	 784.330	    4
  24.7747	 784.350	    5
  24.7750	 784.369	    5
  24.7754	 784.389	    5
  24.7758	 784.408	    4
  24.7762	 784.428	    5
  24.7765	 784.447	    5
  24.7769	 784.467	    5
  24.7773	 784.487	    5
  24.7776	 784.506	    5
  24.7780	 784.526	    5
  24.7784	 784.545	    5
  24.7787	 784.565	    5
  24.7791	 784.584	    5
  24.7795	 784.604	    5
  24.7799	 784.624	    5
  24.7802	 784.643	    5
  24.7806	 784.663	    5
  24.7810	 784.682	    5
  24.7813	 784.702	    5
  24.7817	 784.721	    5
  24.7821	 784.741	    5
  24.7824	 784.760	    5
  24.7828	 784.780	    5
  24.7832	 784.800	    5
  24.7836	 784.819	    5
  24.7839	 784.839	    5
  24.7843	 784.858	    5
  24.7847	 784.878	    5
  24.7850	 784.897	    5
  24.7854	 784.917	    4
  24.7858	 784.937	    5
  24.7861	 784.956	    5
  24.7865	 784.976	    5
  24.7869	 784.995	    5
  24.7873	 785.015	    5
  24.7876	 785.034	    5
  24.7880	 785.054	    5
  24.7884	 785.074	    4
  24.7887	 785.093	    5
  24.7891	 785.113	    5
  24.7895	 785.132	    5
  24.7898	 785.152	    4
  24.7902	 785.171	    5
  24.7906	 785.191	    5
  24.7910	 785.210	    5
  24.7913	 785.230	    5
  24.7917	 785.250	    5
  24.7921	 785.269	    5
  24.7924	 785.289	    5
  24.7928	 785.308	    4
  24.7932	 785.328	    5
  24.7935	 785.347	    4
  24.7939	 785.367	    5
  24.7943	 785.387	    5
  24.7946	 785.406	    5
  24.7950	 785.426	    5
  24.7954	 785.445	    5
  24.7958	 785.465	    5
  24.7961	 785.484	    5
  24.7965	 785.504	    5
  24.7969	 785.524	    5
  24.7972	 785.543	    5
  24.7976	 785.563	    5
  24.7980	 785.582	    5
  24.7983	 785.602	    5
  24.7987	 785.621	    5
  24.7991	 785.641	    5
  24.7995	 785.661	    5
  24.7998	 785.680	    5
  24.8002	 785.700	    5
  24.8006	 785.719	    5
  24.8009	 785.739	    5
  24.8013	 785.758	    5
  24.8017	 785.778	    5
  24.8020	 785.797	    5
  24.8024	 785.817	    5
  24.8028	 785.837	    5
  24.8032	 785.856	    5
  24.8035	 785.876	    5
  24.8039	 785.895	    5
  24.8043	 785.915	    5
  24.8046	 785.934	    5
  24.8050	 785.954	    5
  24.8054	 785.974	    5
  24.8057	 785.993	    5
  24.8061	 786.013	    5
  24.8065	 786.032	    5
  24.8069	 786.052	    5
  24.8072	 786.071	    5
  24.8076	 786.091	    5
  24.8080	 786.111	    5
  24.8083	 786.130	    5
  24.8087	 786.150	    5
  24.8091	 786.169	    5
  24.8094	 786.189	    5
  24.8098	 786.208	    5
  24.8102	 786.228	    5
  24.8106	 786.247	    5
  24.8109	 786.267	    5
  24.8113	 786.287	    5
  24.8117	 786.306	    5
  24.8120	 786.326	    5
  24.8124	 786.345	    5
  24.8128	 786.365	    5
  24.8131	 786.384	    5
  24.8135	 786.404	    5
  24.8139	 786.424	    5
  24.8143	 786.443	    5
  24.8146	 786.463	    5
  24.8150	 786.482	    5
  24.8154	 786.502	    5
  24.8157	 786.521	    5
  24.8161	 786.541	    5
  24.8165	 786.561	    5
  24.8168	 786.580	    5
  24.8172	 786.600	    5
  24.8176	 786.619	    5
  24.8179	 786.639	    5
  24.8183	 786.658	    5
  24.8187	 786.678	    5
  24.8191	 786.698	    5
  24.8194	 786.717	    5
  24.8198	 786.737	    5
  24.8202	 786.756	    5
  24.8205	 786.776	    5
  24.8209	 786.795	    5
  24.8213	 786.815	    5
  24.8216	 786.834	    5
  24.8220	 786.854	    5
  24.8224	 786.874	    5
  24.8228	 786.893	    5
  24.8231	 786.913	    5
  24.8235	 786.932	    5
  24.8239	 786.952	    5
  24.8242	 786.971	    5
  24.8246	 786.991	    5
  24.8250	 787.011	    5
  24.8253	 787.030	    5
  24.8257	 787.050	    5
  24.8261	 787.069	    5
  24.8265	 787.089	    5
  24.8268	 787.108	    5
  24.8272	 787.128	    5
  24.8276	 787.148	    5
  24.8279	 787.167	    5
  24.8283	 787.187	    5
  24.8287	 787.206	    5
  24.8290	 787.226	    5
  24.8294	 787.245	    5
  24.8298	 787.265	    5
  24.8302	 787.284	    5
  24.8305	 787.304	    5
  24.8309	 787.324	    5
  24.8313	 787.343	    5
  24.8316	 787.363	    5
  24.8320	 787.382	    5
  24.8324	 787.402	    5
  24.8327	 787.421	    5
  24.8331	 787.441	    5
  24.8335	 787.461	    5
  24.8339	 787.480	    5
  24.8342	 787.500	    5
  24.8346	 787.519	    5
  24.8350	 787.539	    5
  24.8353	 787.558	    5
  24.8357	 787.578	    5
  24.8361	 787.598	    5
  24.8364	 787.617	    5
  24.8368	 787.637	    5
  24.8372	 787.656	    5
  24.8376	 787.676	    5
  24.8379	 787.695	    5
  24.8383	 787.715	    5
  24.8387	 787.735	    5
  24.8390	 787.754	    5
  24.8394	 787.774	    5
  24.8398	 787.793	    5
  24.8401	 787.813	    5
  24.8405	 787.832	    5
  24.8409	 787.852	    5
  24.8412	 787.871	    5
  24.8416	 787.891	    5
  24.8420	 787.911	    5
  24.8424	 787.930	    5
  24.8427	 787.950	    6
  24.8431	 787.969	    5
  24.8435	 787.989	    6
  24.8438	 788.008	    5
  24.8442	 788.028	    6
  24.8446	 788.048	    5
  24.8449	 788.067	    5
  24.8453	 788.087	    5
  24.8457	 788.106	    5
  24.8461	 788.126	    5
  24.8464	 788.145	    5
  24.8468	 788.165	    5
  24.8472	 788.185	    6
  24.8475	 788.204	    6
  24.8479	 788.224	    6
  24.8483	 788.243	    6
  24.8486	 788.263	    6
  24.8490	 788.282	    6
  24.8494	 788.302	    6
  24.8498	 788.321	    5
  24.8501	 788.341	    5
  24.8505	 788.361	    5
  24.8509	 788.380	    6
  24.8512	 788.400	    6
  24.8516	 788.419	    6
  24.8520	 788.439	    6
  24.8523	 788.458	    7
  24.8527	 788.478	    6
  24.8531	 788.498	    7
  24.8535	 788.517	    7
  24.8538	 788.537	    7
  24.8542	 788.556	    6
  24.8546	 788.576	    6
  24.8549	 788.595	    6
  24.8553	 788.615	    6
  24.8557	 788.635	    6
  24.8560	 788.654	    6
  24.8564	 788.674	    7
  24.8568	 788.693	    7
  24.8572	 788.713	    7
  24.8575	 788.732	    8
  24.8579	 788.752	    8
  24.8583	 788.772	    8
  24.8586	 788.791	    8
  24.8590	 788.811	    7
  24.8594	 788.830	    7
  24.8597	 788.850	    7
  24.8601	 788.869	    7
  24.8605	 788.889	    8
  24.8609	 788.908	    8
  24.8612	 788.928	    9
  24.8616	 788.948	   10
  24.8620	 788.967	   11
  24.8623	 788.987	   11
  24.8627	 789.006	   12
  24.8631	 789.026	   11
  24.8634	 789.045	   11
  24.8638	 789.065	   10
  24.8642	 789.085	   10
  24.8645	 789.104	    9
  24.8649	 789.124	   10
  24.8653	 789.143	   10
  24.8657	 789.163	   12
  24.8660	 789.182	   14
  24.8664	 789.202	   16
  24.8668	 789.222	   17
  24.8671	 789.241	   18
  24.8675	 789.261	   19
  24.8679	 789.280	   18
  24.8682	 789.300	   17
  24.8686	 789.319	   16
  24.8690	 789.339	   14
  24.8694	 789.358	   14
  24.8697	 789.378	   15
  24.8701	 789.398	   17
  24.8705	 789.417	   20
  24.8708	 789.437	   24
  24.8712	 789.456	   28
  24.8716	 789.476	   31
  24.8719	 789.495	   33
  24.8723	 789.515	   33
  24.8727	 789.535	   32
  24.8731	 789.554	   29
  24.8734	 789.574	   25
  24.8738	 789.593	   22
  24.8742	 789.613	   20
  24.8745	 789.632	   19
  24.8749	 789.652	   21
  24.8753	 789.672	   24
  24.8756	 789.691	   29
  24.8760	 789.711	   34
  24.8764	 789.730	   38
  24.8768	 789.750	   41
  24.8771	 789.769	   40
  24.8775	 789.789	   38
  24.8779	 789.808	   34
  24.8782	 789.828	   30
  24.8786	 789.848	   27
  24.8790	 789.867	   25
  24.8793	 789.887	   26
  24.8797	 789.906	   31
  24.8801	 789.926	   38
  24.8805	 789.945	   46
  24.8808	 789.965	   54
  24.8812	 789.985	   58
  24.8816	 790.004	   60
  24.8819	 790.024	   59
  24.8823	 790.043	   56
  24.8827	 790.063	   51
  24.8830	 790.082	   44
  24.8834	 790.102	   36
  24.8838	 790.122	   31
  24.8842	 790.141	   29
  24.8845	 790.161	   30
  24.8849	 790.180	   34
  24.8853	 790.200	   40
  24.8856	 790.219	   46
  24.8860	 790.239	   51
  24.8864	 790.259	   54
  24.8867	 790.278	   54
  24.8871	 790.298	   50
  24.8875	 790.317	   44
  24.8878	 790.337	   35
  24.8882	 790.356	   26
  24.8886	 790.376	   18
  24.8890	 790.395	   13
  24.8893	 790.415	   10
  24.8897	 790.435	    8
  24.8901	 790.454	    8
  24.8904	 790.474	    8
  24.8908	 790.493	    9
  24.8912	 790.513	   10
  24.8915	 790.532	   10
  24.8919	 790.552	    9
  24.8923	 790.572	    9
  24.8927	 790.591	    8
  24.8930	 790.611	    7
  24.8934	 790.630	    6
  24.8938	 790.650	    6
  24.8941	 790.669	    6
  24.8945	 790.689	    6
  24.8949	 790.709	    6
  24.8952	 790.728	    7
  24.8956	 790.748	    7
  24.8960	 790.767	    7
  24.8964	 790.787	    7
  24.8967	 790.806	    7
  24.8971	 790.826	    6
  24.8975	 790.845	    6
  24.8978	 790.865	    6
  24.8982	 790.885	    6
  24.8986	 790.904	    5
  24.8989	 790.924	    5
  24.8993	 790.943	    5
  24.8997	 790.963	    6
  24.9001	 790.982	    6
  24.9004	 791.002	    6
  24.9008	 791.022	    6
  24.9012	 791.041	    6
  24.9015	 791.061	    6
  24.9019	 791.080	    6
  24.9023	 791.100	    5
  24.9026	 791.119	    5
  24.9030	 791.139	    5
  24.9034	 791.159	    5
  24.9038	 791.178	    5
  24.9041	 791.198	    5
  24.9045	 791.217	    5
  24.9049	 791.237	    6
  24.9052	 791.256	    5
  24.9056	 791.276	    6
  24.9060	 791.296	    5
  24.9063	 791.315	    6
  24.9067	 791.335	    5
  24.9071	 791.354	    5
  24.9075	 791.374	    5
  24.9078	 791.393	    5
  24.9082	 791.413	    5
  24.9086	 791.432	    5
  24.9089	 791.452	    5
  24.9093	 791.472	    5
  24.9097	 791.491	    5
  24.9100	 791.511	    5
  24.9104	 791.530	    5
  24.9108	 791.550	    5
  24.9111	 791.569	    5
  24.9115	 791.589	    5
  24.9119	 791.609	    5
  24.9123	 791.628	    5
  24.9126	 791.648	    5
  24.9130	 791.667	    5
  24.9134	 791.687	    5
  24.9137	 791.706	    5
  24.9141	 791.726	    5
  24.9145	 791.746	    5
  24.9148	 791.765	    5
  24.9152	 791.785	    5
  24.9156	 791.804	    5
  24.9160	 791.824	    5
  24.9163	 791.843	    5
  24.9167	 791.863	    5
  24.9171	 791.882	    5
  24.9174	 791.902	    5
  24.9178	 791.922	    5
  24.9182	 791.941	    5
  24.9185	 791.961	    5
  24.9189	 791.980	    5
  24.9193	 792.000	    5
  24.9197	 792.019	    5
  24.9200	 792.039	    5
  24.9204	 792.059	    5
  24.9208	 792.078	    5
  24.9211	 792.098	    5
  24.9215	 792.117	    5
  24.9219	 792.137	    5
  24.9222	 792.156	    5
  24.9226	 792.176	    5
  24.9230	 792.196	    5
  24.9234	 792.215	    5
  24.9237	 792.235	    5
  24.9241	 792.254	    5
  24.9245	 792.274	    5
  24.9248	 792.293	    5
  24.9252	 792.313	    5
  24.9256	 792.333	    5
  24.9259	 792.352	    5
  24.9263	 792.372	    5
  24.9267	 792.391	    5
  24.9271	 792.411	    5
  24.9274	 792.430	    5
  24.9278	 792.450	    5
  24.9282	 792.469	    5
  24.9285	 792.489	    5
  24.9289	 792.509	    5
  24.9293	 792.528	    5
  24.9296	 792.548	    5
  24.9300	 792.567	    5
  24.9304	 792.587	    5
  24.9308	 792.606	    5
  24.9311	 792.626	    5
  24.9315	 792.646	    5
  24.9319	 792.665	    5
  24.9322	 792.685	    5
  24.9326	 792.704	    5
  24.9330	 792.724	    5
  24.9333	 792.743	    5
  24.9337	 792.763	    5
  24.9341	 792.783	    5
  24.9344	 792.802	    5
  24.9348	 792.822	    5
  24.9352	 792.841	    5
  24.9356	 792.861	    5
  24.9359	 792.880	    5
  24.9363	 792.900	    5
  24.9367	 792.919	    5
  24.9370	 792.939	    5
  24.9374	 792.959	    5
  24.9378	 792.978	    5
  24.9381	 792.998	    5
  24.9385	 793.017	    5
  24.9389	 793.037	    5
  24.9393	 793.056	    5
  24.9396	 793.076	    5
  24.9400	 793.096	    5
  24.9404	 793.115	    5
  24.9407	 793.135	    5
  24.9411	 793.154	    5
  24.9415	 793.174	    5
  24.9418	 793.193	    5
  24.9422	 793.213	    5
  24.9426	 793.233	    5
  24.9430	 793.252	    5
  24.9433	 793.272	    5
  24.9437	 793.291	    5
  24.9441	 793.311	    5
  24.9444	 793.330	    5
  24.9448	 793.350	    5
  24.9452	 793.370	    5
  24.9455	 793.389	    5
  24.9459	 793.409	    5
  24.9463	 793.428	    5
  24.9467	 793.448	    5
  24.9470	 793.467	    5
  24.9474	 793.487	    5
  24.9478	 793.506	    5
  24.9481	 793.526	    5
  24.9485	 793.546	    5
  24.9489	 793.565	    4
  24.9492	 793.585	    5
  24.9496	 793.604	    5
  24.9500	 793.624	    5
  24.9504	 793.643	    5
  24.9507	 793.663	    5
  24.9511	 793.683	    5
  24.9515	 793.702	    5
  24.9518	 793.722	    4
  24.9522	 793.741	    5
  24.9526	 793.761	    4
  24.9529	 793.780	    5
  24.9533	 793.800	    5
  24.9537	 793.820	    5
  24.9541	 793.839	    5
  24.9544	 793.859	    5
  24.9548	 793.878	    5
  24.9552	 793.898	    5
  24.9555	 793.917	    5
  24.9559	 793.937	    5
  24.9563	 793.956	    4
  24.9566	 793.976	    5
  24.9570	 793.996	    4
  24.9574	 794.015	    5
  24.9577	 794.035	    5
  24.9581	 794.054	    5
  24.9585	 794.074	    5
  24.9589	 794.093	    5
  24.9592	 794.113	    5
  24.9596	 794.133	    5
