d / dilky	  d / nm	signal
  24.6389	 777.169	    6
  24.6393	 777.188	    6
  24.6397	 777.208	    6
  24.6401	 777.228	    6
  24.6404	 777.247	    6
  24.6408	 777.267	    6
  24.6412	 777.286	    6
  24.6415	 777.306	    6
  24.6419	 777.325	    6
  24.6423	 777.345	    6
  24.6426	 777.365	    6
  24.6430	 777.384	    6
  24.6434	 777.404	    6
  24.6438	 777.423	    6
  24.6441	 777.443	    6
  24.6445	 777.462	    6
  24.6449	 777.482	    6
  24.6452	 777.502	    6
  24.6456	 777.521	    6
  24.6460	 777.541	    6
  24.6463	 777.560	    6
  24.6467	 777.580	    6
  24.6471	 777.599	    6
  24.6475	 777.619	    6
  24.6478	 777.638	    6
  24.6482	 777.658	    6
  24.6486	 777.678	    6
  24.6489	 777.697	    6
  24.6493	 777.717	    6
  24.6497	 777.736	    6
  24.6500	 777.756	    6
  24.6504	 777.775	    6
  24.6508	 777.795	    6
  24.6512	 777.815	    6
  24.6515	 777.834	    6
  24.6519	 777.854	    6
  24.6523	 777.873	    6
  24.6526	 777.893	    6
  24.6530	 777.912	    6
  24.6534	 777.932	    6
  24.6537	 777.952	    6
  24.6541	 777.971	    6
  24.6545	 777.991	    6
  24.6549	 778.010	    6
  24.6552	 778.030	    6
  24.6556	 778.049	    6
  24.6560	 778.069	    6
  24.6563	 778.088	    6
  24.6567	 778.108	    6
  24.6571	 778.128	    6
  24.6574	 778.147	    6
  24.6578	 778.167	    6
  24.6582	 778.186	    6
  24.6585	 778.206	    6
  24.6589	 778.225	    6
  24.6593	 778.245	    6
  24.6597	 778.265	    6
  24.6600	 778.284	    6
  24.6604	 778.304	    6
  24.6608	 778.323	    6
  24.6611	 778.343	    6
  24.6615	 778.362	    6
  24.6619	 778.382	    6
  24.6622	 778.402	    6
  24.6626	 778.421	    6
  24.6630	 778.441	    6
  24.6634	 778.460	    6
  24.6637	 778.480	    6
  24.6641	 778.499	    6
  24.6645	 778.519	    6
  24.6648	 778.539	    6
  24.6652	 778.558	    6
  24.6656	 778.578	    6
  24.6659	 778.597	    6
  24.6663	 778.617	    6
  24.6667	 778.636	    6
  24.6671	 778.656	    6
  24.6674	 778.675	    6
  24.6678	 778.695	    6
  24.6682	 778.715	    6
  24.6685	 778.734	    6
  24.6689	 778.754	    6
  24.6693	 778.773	    6
  24.6696	 778.793	    6
  24.6700	 778.812	    6
  24.6704	 778.832	    6
  24.6708	 778.852	    6
  24.6711	 778.871	    6
  24.6715	 778.891	    6
  24.6719	 778.910	    6
  24.6722	 778.930	    6
  24.6726	 778.949	    6
  24.6730	 778.969	    6
  24.6733	 778.989	    6
  24.6737	 779.008	    6
  24.6741	 779.028	    6
  24.6745	 779.047	    6
  24.6748	 779.067	    6
  24.6752	 779.086	    6
  24.6756	 779.106	    6
  24.6759	 779.125	    6
  24.6763	 779.145	    6
  24.6767	 779.165	    6
  24.6770	 779.184	    6
  24.6774	 779.204	    6
  24.6778	 779.223	    6
  24.6782	 779.243	    6
  24.6785	 779.262	    6
  24.6789	 779.282	    6
  24.6793	 779.302	    6
  24.6796	 779.321	    6
  24.6800	 779.341	    6
  24.6804	 779.360	    6
  24.6807	 779.380	    6
  24.6811	 779.399	    6
  24.6815	 779.419	    6
  24.6818	 779.439	    6
  24.6822	 779.458	    6
  24.6826	 779.478	    6
  24.6830	 779.497	    6
  24.6833	 779.517	    6
  24.6837	 779.536	    6
  24.6841	 779.556	    6
  24.6844	 779.575	    6
  24.6848	 779.595	    6
  24.6852	 779.615	    6
  24.6855	 779.634	    6
  24.6859	 779.654	    6
  24.6863	 779.673	    6
  24.6867	 779.693	    6
  24.6870	 779.712	    6
  24.6874	 779.732	    6
  24.6878	 779.752	    6
  24.6881	 779.771	    6
  24.6885	 779.791	    6
  24.6889	 779.810	    6
  24.6892	 779.830	    6
  24.6896	 779.849	    6
  24.6900	 779.869	    6
  24.6904	 779.889	    6
  24.6907	 779.908	    6
  24.6911	 779.928	    6
  24.6915	 779.947	    6
  24.6918	 779.967	    6
  24.6922	 779.986	    6
  24.6926	 780.006	    6
  24.6929	 780.026	    6
  24.6933	 780.045	    6
  24.6937	 780.065	    6
  24.6941	 780.084	    6
  24.6944	 780.104	    6
  24.6948	 780.123	    6
  24.6952	 780.143	    6
  24.6955	 780.162	    6
  24.6959	 780.182	    6
  24.6963	 780.202	    7
  24.6966	 780.221	    6
  24.6970	 780.241	    6
  24.6974	 780.260	    6
  24.6978	 780.280	    6
  24.6981	 780.299	    6
  24.6985	 780.319	    6
  24.6989	 780.339	    6
  24.6992	 780.358	    6
  24.6996	 780.378	    6
  24.7000	 780.397	    6
  24.7003	 780.417	    6
  24.7007	 780.436	    7
  24.7011	 780.456	    6
  24.7015	 780.476	    7
  24.7018	 780.495	    6
  24.7022	 780.515	    7
  24.7026	 780.534	    6
  24.7029	 780.554	    7
  24.7033	 780.573	    6
  24.7037	 780.593	    7
  24.7040	 780.612	    6
  24.7044	 780.632	    7
  24.7048	 780.652	    6
  24.7051	 780.671	    7
  24.7055	 780.691	    6
  24.7059	 780.710	    7
  24.7063	 780.730	    6
  24.7066	 780.749	    7
  24.7070	 780.769	    6
  24.7074	 780.789	    7
  24.7077	 780.808	    6
  24.7081	 780.828	    7
  24.7085	 780.847	    6
  24.7088	 780.867	    7
  24.7092	 780.886	    6
  24.7096	 780.906	    7
  24.7100	 780.926	    6
  24.7103	 780.945	    7
  24.7107	 780.965	    6
  24.7111	 780.984	    7
  24.7114	 781.004	    6
  24.7118	 781.023	    7
  24.7122	 781.043	    6
  24.7125	 781.063	    7
  24.7129	 781.082	    6
  24.7133	 781.102	    7
  24.7137	 781.121	    6
  24.7140	 781.141	    7
  24.7144	 781.160	    6
  24.7148	 781.180	    7
  24.7151	 781.199	    6
  24.7155	 781.219	    7
  24.7159	 781.239	    6
  24.7162	 781.258	    7
  24.7166	 781.278	    6
  24.7170	 781.297	    7
  24.7174	 781.317	    6
  24.7177	 781.336	    7
  24.7181	 781.356	    6
  24.7185	 781.376	    7
  24.7188	 781.395	    6
  24.7192	 781.415	    7
  24.7196	 781.434	    7
  24.7199	 781.454	    7
  24.7203	 781.473	    6
  24.7207	 781.493	    7
  24.7211	 781.513	    6
  24.7214	 781.532	    7
  24.7218	 781.552	    6
  24.7222	 781.571	    7
  24.7225	 781.591	    7
  24.7229	 781.610	    7
  24.7233	 781.630	    6
  24.7236	 781.649	    7
  24.7240	 781.669	    6
  24.7244	 781.689	    7
  24.7248	 781.708	    6
  24.7251	 781.728	    7
  24.7255	 781.747	    7
  24.7259	 781.767	    7
  24.7262	 781.786	    7
  24.7266	 781.806	    7
  24.7270	 781.826	    7
  24.7273	 781.845	    7
  24.7277	 781.865	    7
  24.7281	 781.884	    7
  24.7284	 781.904	    6
  24.7288	 781.923	    7
  24.7292	 781.943	    6
  24.7296	 781.963	    7
  24.7299	 781.982	    6
  24.7303	 782.002	    7
  24.7307	 782.021	    7
  24.7310	 782.041	    7
  24.7314	 782.060	    7
  24.7318	 782.080	    7
  24.7321	 782.100	    7
  24.7325	 782.119	    7
  24.7329	 782.139	    7
  24.7333	 782.158	    7
  24.7336	 782.178	    7
  24.7340	 782.197	    7
  24.7344	 782.217	    7
  24.7347	 782.236	    7
  24.7351	 782.256	    7
  24.7355	 782.276	    7
  24.7358	 782.295	    7
  24.7362	 782.315	    7
  24.7366	 782.334	    7
  24.7370	 782.354	    7
  24.7373	 782.373	    7
  24.7377	 782.393	    7
  24.7381	 782.413	    7
  24.7384	 782.432	    7
  24.7388	 782.452	    7
  24.7392	 782.471	    7
  24.7395	 782.491	    7
  24.7399	 782.510	    7
  24.7403	 782.530	    7
  24.7407	 782.550	    7
  24.7410	 782.569	    7
  24.7414	 782.589	    7
  24.7418	 782.608	    7
  24.7421	 782.628	    7
  24.7425	 782.647	    7
  24.7429	 782.667	    7
  24.7432	 782.686	    7
  24.7436	 782.706	    7
  24.7440	 782.726	    7
  24.7444	 782.745	    7
  24.7447	 782.765	    7
  24.7451	 782.784	    7
  24.7455	 782.804	    7
  24.7458	 782.823	    7
  24.7462	 782.843	    7
  24.7466	 782.863	    7
  24.7469	 782.882	    7
  24.7473	 782.902	    7
  24.7477	 782.921	    7
  24.7481	 782.941	    7
  24.7484	 782.960	    7
  24.7488	 782.980	    7
  24.7492	 783.000	    7
  24.7495	 783.019	    7
  24.7499	 783.039	    7
  24.7503	 783.058	    7
  24.7506	 783.078	    7
  24.7510	 783.097	    7
  24.7514	 783.117	    7
  24.7517	 783.137	    7
  24.7521	 783.156	    7
  24.7525	 783.176	    7
  24.7529	 783.195	    7
  24.7532	 783.215	    7
  24.7536	 783.234	    7
  24.7540	 783.254	    7
  24.7543	 783.273	    7
  24.7547	 783.293	    7
  24.7551	 783.313	    7
  24.7554	 783.332	    7
  24.7558	 783.352	    7
  24.7562	 783.371	    7
  24.7566	 783.391	    7
  24.7569	 783.410	    7
  24.7573	 783.430	    7
  24.7577	 783.450	    7
  24.7580	 783.469	    7
  24.7584	 783.489	    7
  24.7588	 783.508	    7
  24.7591	 783.528	    7
  24.7595	 783.547	    7
  24.7599	 783.567	    7
  24.7603	 783.587	    7
  24.7606	 783.606	    7
  24.7610	 783.626	    7
  24.7614	 783.645	    7
  24.7617	 783.665	    7
  24.7621	 783.684	    7
  24.7625	 783.704	    7
  24.7628	 783.723	    7
  24.7632	 783.743	    7
  24.7636	 783.763	    7
  24.7640	 783.782	    7
  24.7643	 783.802	    7
  24.7647	 783.821	    7
  24.7651	 783.841	    7
  24.7654	 783.860	    7
  24.7658	 783.880	    7
  24.7662	 783.900	    7
  24.7665	 783.919	    7
  24.7669	 783.939	    7
  24.7673	 783.958	    8
  24.7677	 783.978	    7
  24.7680	 783.997	    7
  24.7684	 784.017	    7
  24.7688	 784.037	    8
  24.7691	 784.056	    7
  24.7695	 784.076	    8
  24.7699	 784.095	    7
  24.7702	 784.115	    7
  24.7706	 784.134	    7
  24.7710	 784.154	    7
  24.7714	 784.174	    7
  24.7717	 784.193	    8
  24.7721	 784.213	    7
  24.7725	 784.232	    7
  24.7728	 784.252	    7
  24.7732	 784.271	    7
  24.7736	 784.291	    7
  24.7739	 784.310	    8
  24.7743	 784.330	    7
  24.7747	 784.350	    8
  24.7750	 784.369	    7
  24.7754	 784.389	    8
  24.7758	 784.408	    7
  24.7762	 784.428	    8
  24.7765	 784.447	    7
  24.7769	 784.467	    8
  24.7773	 784.487	    7
  24.7776	 784.506	    8
  24.7780	 784.526	    7
  24.7784	 784.545	    8
  24.7787	 784.565	    8
  24.7791	 784.584	    8
  24.7795	 784.604	    7
  24.7799	 784.624	    8
  24.7802	 784.643	    7
  24.7806	 784.663	    8
  24.7810	 784.682	    8
  24.7813	 784.702	    8
  24.7817	 784.721	    8
  24.7821	 784.741	    8
  24.7824	 784.760	    8
  24.7828	 784.780	    8
  24.7832	 784.800	    8
  24.7836	 784.819	    8
  24.7839	 784.839	    8
  24.7843	 784.858	    8
  24.7847	 784.878	    8
  24.7850	 784.897	    8
  24.7854	 784.917	    8
  24.7858	 784.937	    8
  24.7861	 784.956	    8
  24.7865	 784.976	    8
  24.7869	 784.995	    8
  24.7873	 785.015	    8
  24.7876	 785.034	    8
  24.7880	 785.054	    8
  24.7884	 785.074	    8
  24.7887	 785.093	    8
  24.7891	 785.113	    8
  24.7895	 785.132	    8
  24.7898	 785.152	    8
  24.7902	 785.171	    8
  24.7906	 785.191	    8
  24.7910	 785.210	    8
  24.7913	 785.230	    8
  24.7917	 785.250	    8
  24.7921	 785.269	    8
  24.7924	 785.289	    8
  24.7928	 785.308	    8
  24.7932	 785.328	    8
  24.7935	 785.347	    8
  24.7939	 785.367	    8
  24.7943	 785.387	    8
  24.7946	 785.406	    8
  24.7950	 785.426	    8
  24.7954	 785.445	    8
  24.7958	 785.465	    8
  24.7961	 785.484	    8
  24.7965	 785.504	    8
  24.7969	 785.524	    8
  24.7972	 785.543	    8
  24.7976	 785.563	    8
  24.7980	 785.582	    8
  24.7983	 785.602	    8
  24.7987	 785.621	    8
  24.7991	 785.641	    8
  24.7995	 785.661	    8
  24.7998	 785.680	    8
  24.8002	 785.700	    8
  24.8006	 785.719	    8
  24.8009	 785.739	    8
  24.8013	 785.758	    8
  24.8017	 785.778	    8
  24.8020	 785.797	    8
  24.8024	 785.817	    8
  24.8028	 785.837	    8
  24.8032	 785.856	    8
  24.8035	 785.876	    8
  24.8039	 785.895	    8
  24.8043	 785.915	    8
  24.8046	 785.934	    8
  24.8050	 785.954	    8
  24.8054	 785.974	    8
  24.8057	 785.993	    8
  24.8061	 786.013	    8
  24.8065	 786.032	    8
  24.8069	 786.052	    8
  24.8072	 786.071	    9
  24.8076	 786.091	    8
  24.8080	 786.111	    8
  24.8083	 786.130	    8
  24.8087	 786.150	    9
  24.8091	 786.169	    8
  24.8094	 786.189	    8
  24.8098	 786.208	    8
  24.8102	 786.228	    8
  24.8106	 786.247	    8
  24.8109	 786.267	    9
  24.8113	 786.287	    8
  24.8117	 786.306	    9
  24.8120	 786.326	    8
  24.8124	 786.345	    9
  24.8128	 786.365	    8
  24.8131	 786.384	    9
  24.8135	 786.404	    8
  24.8139	 786.424	    9
  24.8143	 786.443	    8
  24.8146	 786.463	    9
  24.8150	 786.482	    8
  24.8154	 786.502	    9
  24.8157	 786.521	    9
  24.8161	 786.541	    9
  24.8165	 786.561	    9
  24.8168	 786.580	    9
  24.8172	 786.600	    9
  24.8176	 786.619	    9
  24.8179	 786.639	    9
  24.8183	 786.658	    9
  24.8187	 786.678	    9
  24.8191	 786.698	    9
  24.8194	 786.717	    9
  24.8198	 786.737	    9
  24.8202	 786.756	    9
  24.8205	 786.776	    9
  24.8209	 786.795	    9
  24.8213	 786.815	    9
  24.8216	 786.834	    9
  24.8220	 786.854	    9
  24.8224	 786.874	    9
  24.8228	 786.893	    9
  24.8231	 786.913	    9
  24.8235	 786.932	    9
  24.8239	 786.952	    9
  24.8242	 786.971	    9
  24.8246	 786.991	    9
  24.8250	 787.011	    9
  24.8253	 787.030	    9
  24.8257	 787.050	    9
  24.8261	 787.069	    9
  24.8265	 787.089	    9
  24.8268	 787.108	    9
  24.8272	 787.128	    9
  24.8276	 787.148	    9
  24.8279	 787.167	    9
  24.8283	 787.187	    9
  24.8287	 787.206	    9
  24.8290	 787.226	    9
  24.8294	 787.245	    9
  24.8298	 787.265	    9
  24.8302	 787.284	    9
  24.8305	 787.304	    9
  24.8309	 787.324	   10
  24.8313	 787.343	    9
  24.8316	 787.363	   10
  24.8320	 787.382	    9
  24.8324	 787.402	   10
  24.8327	 787.421	    9
  24.8331	 787.441	   10
  24.8335	 787.461	    9
  24.8339	 787.480	   10
  24.8342	 787.500	    9
  24.8346	 787.519	   10
  24.8350	 787.539	    9
  24.8353	 787.558	   10
  24.8357	 787.578	   10
  24.8361	 787.598	   10
  24.8364	 787.617	   10
  24.8368	 787.637	   10
  24.8372	 787.656	   10
  24.8376	 787.676	   10
  24.8379	 787.695	    9
  24.8383	 787.715	   10
  24.8387	 787.735	   10
  24.8390	 787.754	   10
  24.8394	 787.774	   10
  24.8398	 787.793	   10
  24.8401	 787.813	   10
  24.8405	 787.832	   10
  24.8409	 787.852	   10
  24.8412	 787.871	   10
  24.8416	 787.891	   10
  24.8420	 787.911	   10
  24.8424	 787.930	   10
  24.8427	 787.950	   10
  24.8431	 787.969	   10
  24.8435	 787.989	   10
  24.8438	 788.008	   10
  24.8442	 788.028	   10
  24.8446	 788.048	   10
  24.8449	 788.067	   10
  24.8453	 788.087	   10
  24.8457	 788.106	   10
  24.8461	 788.126	   10
  24.8464	 788.145	   10
  24.8468	 788.165	   10
  24.8472	 788.185	   10
  24.8475	 788.204	   10
  24.8479	 788.224	   10
  24.8483	 788.243	   10
  24.8486	 788.263	   10
  24.8490	 788.282	   10
  24.8494	 788.302	   10
  24.8498	 788.321	   10
  24.8501	 788.341	   10
  24.8505	 788.361	   10
  24.8509	 788.380	   10
  24.8512	 788.400	   10
  24.8516	 788.419	   10
  24.8520	 788.439	   10
  24.8523	 788.458	   10
  24.8527	 788.478	   10
  24.8531	 788.498	   10
  24.8535	 788.517	   10
  24.8538	 788.537	   10
  24.8542	 788.556	   10
  24.8546	 788.576	   10
  24.8549	 788.595	   10
  24.8553	 788.615	   10
  24.8557	 788.635	   10
  24.8560	 788.654	   10
  24.8564	 788.674	   10
  24.8568	 788.693	   10
  24.8572	 788.713	   10
  24.8575	 788.732	   10
  24.8579	 788.752	   10
  24.8583	 788.772	   10
  24.8586	 788.791	   10
  24.8590	 788.811	   10
  24.8594	 788.830	   10
  24.8597	 788.850	   10
  24.8601	 788.869	   10
  24.8605	 788.889	   11
  24.8609	 788.908	   10
  24.8612	 788.928	   10
  24.8616	 788.948	   10
  24.8620	 788.967	   10
  24.8623	 788.987	   10
  24.8627	 789.006	   10
  24.8631	 789.026	   10
  24.8634	 789.045	   10
  24.8638	 789.065	   10
  24.8642	 789.085	   10
  24.8645	 789.104	   10
  24.8649	 789.124	   10
  24.8653	 789.143	   10
  24.8657	 789.163	   10
  24.8660	 789.182	   10
  24.8664	 789.202	   10
  24.8668	 789.222	   10
  24.8671	 789.241	   10
  24.8675	 789.261	   10
  24.8679	 789.280	   10
  24.8682	 789.300	   10
  24.8686	 789.319	   10
  24.8690	 789.339	   10
  24.8694	 789.358	   10
  24.8697	 789.378	   10
  24.8701	 789.398	   10
  24.8705	 789.417	   10
  24.8708	 789.437	   10
  24.8712	 789.456	   10
  24.8716	 789.476	   10
  24.8719	 789.495	   10
  24.8723	 789.515	   10
  24.8727	 789.535	   10
  24.8731	 789.554	   10
  24.8734	 789.574	   10
  24.8738	 789.593	   10
  24.8742	 789.613	   10
  24.8745	 789.632	   10
  24.8749	 789.652	   10
  24.8753	 789.672	   10
  24.8756	 789.691	   10
  24.8760	 789.711	   10
  24.8764	 789.730	   10
  24.8768	 789.750	   10
  24.8771	 789.769	   10
  24.8775	 789.789	   10
  24.8779	 789.808	   10
  24.8782	 789.828	   10
  24.8786	 789.848	   10
  24.8790	 789.867	   10
  24.8793	 789.887	   10
  24.8797	 789.906	   10
  24.8801	 789.926	   10
  24.8805	 789.945	   10
  24.8808	 789.965	   10
  24.8812	 789.985	   10
  24.8816	 790.004	   10
  24.8819	 790.024	   10
  24.8823	 790.043	   10
  24.8827	 790.063	   10
  24.8830	 790.082	   10
  24.8834	 790.102	   10
  24.8838	 790.122	   10
  24.8842	 790.141	   10
  24.8845	 790.161	   10
  24.8849	 790.180	   10
  24.8853	 790.200	   10
  24.8856	 790.219	   10
  24.8860	 790.239	   10
  24.8864	 790.259	   10
  24.8867	 790.278	   10
  24.8871	 790.298	   10
  24.8875	 790.317	   10
  24.8878	 790.337	   10
  24.8882	 790.356	   10
  24.8886	 790.376	   10
  24.8890	 790.395	   10
  24.8893	 790.415	   10
  24.8897	 790.435	   10
  24.8901	 790.454	   10
  24.8904	 790.474	   10
  24.8908	 790.493	   10
  24.8912	 790.513	    9
  24.8915	 790.532	   10
  24.8919	 790.552	    9
  24.8923	 790.572	   10
  24.8927	 790.591	    9
  24.8930	 790.611	   10
  24.8934	 790.630	   10
  24.8938	 790.650	   10
  24.8941	 790.669	    9
  24.8945	 790.689	   10
  24.8949	 790.709	    9
  24.8952	 790.728	   10
  24.8956	 790.748	    9
  24.8960	 790.767	   10
  24.8964	 790.787	    9
  24.8967	 790.806	   10
  24.8971	 790.826	    9
  24.8975	 790.845	   10
  24.8978	 790.865	    9
  24.8982	 790.885	    9
  24.8986	 790.904	    9
  24.8989	 790.924	   10
  24.8993	 790.943	    9
  24.8997	 790.963	    9
  24.9001	 790.982	    9
  24.9004	 791.002	    9
  24.9008	 791.022	    9
  24.9012	 791.041	    9
  24.9015	 791.061	    9
  24.9019	 791.080	    9
  24.9023	 791.100	    9
  24.9026	 791.119	    9
  24.9030	 791.139	    9
  24.9034	 791.159	    9
  24.9038	 791.178	    9
  24.9041	 791.198	    9
  24.9045	 791.217	    9
  24.9049	 791.237	    9
  24.9052	 791.256	    9
  24.9056	 791.276	    9
  24.9060	 791.296	    9
  24.9063	 791.315	    9
  24.9067	 791.335	    9
  24.9071	 791.354	    9
  24.9075	 791.374	    9
  24.9078	 791.393	    9
  24.9082	 791.413	    9
  24.9086	 791.432	    9
  24.9089	 791.452	    9
  24.9093	 791.472	    9
  24.9097	 791.491	    9
  24.9100	 791.511	    9
  24.9104	 791.530	    8
  24.9108	 791.550	    9
  24.9111	 791.569	    8
  24.9115	 791.589	    9
  24.9119	 791.609	    8
  24.9123	 791.628	    9
  24.9126	 791.648	    8
  24.9130	 791.667	    9
  24.9134	 791.687	    8
  24.9137	 791.706	    9
  24.9141	 791.726	    8
  24.9145	 791.746	    9
  24.9148	 791.765	    8
  24.9152	 791.785	    8
  24.9156	 791.804	    8
  24.9160	 791.824	    8
  24.9163	 791.843	    8
  24.9167	 791.863	    8
  24.9171	 791.882	    8
  24.9174	 791.902	    8
  24.9178	 791.922	    8
  24.9182	 791.941	    8
  24.9185	 791.961	    8
  24.9189	 791.980	    8
  24.9193	 792.000	    8
  24.9197	 792.019	    8
  24.9200	 792.039	    8
  24.9204	 792.059	    8
  24.9208	 792.078	    8
  24.9211	 792.098	    8
  24.9215	 792.117	    8
  24.9219	 792.137	    8
  24.9222	 792.156	    8
  24.9226	 792.176	    8
  24.9230	 792.196	    8
  24.9234	 792.215	    8
  24.9237	 792.235	    8
  24.9241	 792.254	    8
  24.9245	 792.274	    8
  24.9248	 792.293	    8
  24.9252	 792.313	    8
  24.9256	 792.333	    8
  24.9259	 792.352	    8
  24.9263	 792.372	    8
  24.9267	 792.391	    8
  24.9271	 792.411	    8
  24.9274	 792.430	    8
  24.9278	 792.450	    8
  24.9282	 792.469	    8
  24.9285	 792.489	    8
  24.9289	 792.509	    8
  24.9293	 792.528	    8
  24.9296	 792.548	    8
  24.9300	 792.567	    8
  24.9304	 792.587	    8
  24.9308	 792.606	    8
  24.9311	 792.626	    7
  24.9315	 792.646	    8
  24.9319	 792.665	    7
  24.9322	 792.685	    8
  24.9326	 792.704	    7
  24.9330	 792.724	    8
  24.9333	 792.743	    7
  24.9337	 792.763	    8
  24.9341	 792.783	    7
  24.9344	 792.802	    8
  24.9348	 792.822	    7
  24.9352	 792.841	    8
  24.9356	 792.861	    7
  24.9359	 792.880	    8
  24.9363	 792.900	    7
  24.9367	 792.919	    8
  24.9370	 792.939	    7
  24.9374	 792.959	    7
  24.9378	 792.978	    7
  24.9381	 792.998	    7
  24.9385	 793.017	    7
  24.9389	 793.037	    7
  24.9393	 793.056	    7
  24.9396	 793.076	    7
  24.9400	 793.096	    7
  24.9404	 793.115	    7
  24.9407	 793.135	    7
  24.9411	 793.154	    7
  24.9415	 793.174	    7
  24.9418	 793.193	    7
  24.9422	 793.213	    7
  24.9426	 793.233	    7
  24.9430	 793.252	    7
  24.9433	 793.272	    7
  24.9437	 793.291	    7
  24.9441	 793.311	    7
  24.9444	 793.330	    7
  24.9448	 793.350	    7
  24.9452	 793.370	    7
  24.9455	 793.389	    7
  24.9459	 793.409	    7
  24.9463	 793.428	    7
  24.9467	 793.448	    7
  24.9470	 793.467	    7
  24.9474	 793.487	    7
  24.9478	 793.506	    7
  24.9481	 793.526	    7
  24.9485	 793.546	    7
  24.9489	 793.565	    7
  24.9492	 793.585	    7
  24.9496	 793.604	    7
  24.9500	 793.624	    7
  24.9504	 793.643	    7
  24.9507	 793.663	    7
  24.9511	 793.683	    7
  24.9515	 793.702	    7
  24.9518	 793.722	    7
  24.9522	 793.741	    7
  24.9526	 793.761	    7
  24.9529	 793.780	    7
  24.9533	 793.800	    7
  24.9537	 793.820	    7
  24.9541	 793.839	    7
  24.9544	 793.859	    7
  24.9548	 793.878	    6
  24.9552	 793.898	    7
  24.9555	 793.917	    6
  24.9559	 793.937	    7
  24.9563	 793.956	    6
  24.9566	 793.976	    7
  24.9570	 793.996	    6
  24.9574	 794.015	    7
  24.9577	 794.035	    6
  24.9581	 794.054	    7
  24.9585	 794.074	    6
  24.9589	 794.093	    7
  24.9592	 794.113	    6
  24.9596	 794.133	    7
  24.9600	 794.152	    6
  24.9603	 794.172	    7
  24.9607	 794.191	    6
  24.9611	 794.211	    6
  24.9614	 794.230	    6
  24.9618	 794.250	    7
  24.9622	 794.270	    6
  24.9626	 794.289	    7
  24.9629	 794.309	    6
  24.9633	 794.328	    7
  24.9637	 794.348	    6
  24.9640	 794.367	    7
  24.9644	 794.387	    6
  24.9648	 794.406	    6
  24.9651	 794.426	    6
  24.9655	 794.446	    6
  24.9659	 794.465	    6
  24.9663	 794.485	    6
  24.9666	 794.504	    6
  24.9670	 794.524	    6
  24.9674	 794.543	    6
  24.9677	 794.563	    6
  24.9681	 794.583	    6
  24.9685	 794.602	    6
