5,34E-08;0
1,57E-05;0,1
1,04E-04;0,2
1,21E-04;0,3
1,23E-04;0,4
1,24E-04;0,5
1,24E-04;0,6
1,25E-04;0,7
1,26E-04;0,8
1,26E-04;0,9
1,27E-04;1
1,27E-04;1,1
1,27E-04;1,2
1,28E-04;1,3
1,28E-04;1,4
1,29E-04;1,5
1,29E-04;1,6
1,29E-04;1,7
1,30E-04;1,8
1,30E-04;1,9
1,31E-04;2
1,31E-04;2,1
1,31E-04;2,2
1,32E-04;2,3
1,32E-04;2,4
1,32E-04;2,5
1,33E-04;2,6
1,33E-04;2,7
1,33E-04;2,8
1,33E-04;2,9
1,34E-04;3
1,34E-04;3,1
1,34E-04;3,2
1,34E-04;3,3
1,35E-04;3,4
1,35E-04;3,5
1,35E-04;3,6
1,35E-04;3,7
1,36E-04;3,8
1,36E-04;3,9
1,36E-04;4
1,37E-04;4,1
1,37E-04;4,2
1,37E-04;4,3
1,37E-04;4,4
1,38E-04;4,5
1,38E-04;4,6
1,38E-04;4,7
1,38E-04;4,8
1,39E-04;4,9
1,39E-04;5
1,39E-04;5,1
1,39E-04;5,2
1,39E-04;5,3
1,40E-04;5,4
1,40E-04;5,5
1,40E-04;5,6
1,40E-04;5,7
1,41E-04;5,8
1,41E-04;5,9
1,41E-04;6
1,41E-04;6,1
1,41E-04;6,2
1,42E-04;6,3
1,42E-04;6,4
1,42E-04;6,5
1,42E-04;6,6
1,43E-04;6,7
1,43E-04;6,8
1,43E-04;6,9
1,43E-04;7
1,43E-04;7,1
1,44E-04;7,2
1,44E-04;7,3
1,44E-04;7,4
1,44E-04;7,5
1,44E-04;7,5998
1,45E-04;7,7
1,45E-04;7,8
1,45E-04;7,9
1,45E-04;8
1,45E-04;8,1
1,46E-04;8,2
1,46E-04;8,3
1,46E-04;8,4
1,46E-04;8,5
1,46E-04;8,6
1,47E-04;8,7
1,47E-04;8,8
1,47E-04;8,9
1,47E-04;9
1,47E-04;9,1
1,48E-04;9,2
1,48E-04;9,3
1,48E-04;9,4
1,48E-04;9,5
1,49E-04;9,6
1,49E-04;9,7
1,49E-04;9,8
1,49E-04;9,9
1,49E-04;10
