1,15E-07;0
3,44E-05;0,1
2,37E-04;0,2
2,83E-04;0,3
2,86E-04;0,4
2,88E-04;0,5
2,91E-04;0,6
2,92E-04;0,7
2,93E-04;0,8
2,94E-04;0,9
2,94E-04;1
2,95E-04;1,1
2,96E-04;1,2
2,97E-04;1,3
2,98E-04;1,4
2,99E-04;1,5
3,00E-04;1,6
3,00E-04;1,7
3,01E-04;1,8
3,02E-04;1,9
3,03E-04;2
3,04E-04;2,1
3,04E-04;2,2
3,05E-04;2,3
3,06E-04;2,4
3,07E-04;2,5
3,08E-04;2,6
3,08E-04;2,7
3,09E-04;2,8
3,10E-04;2,9
3,10E-04;3
3,11E-04;3,1
3,12E-04;3,2
3,12E-04;3,3
3,13E-04;3,4
3,14E-04;3,5
3,14E-04;3,6
3,15E-04;3,7
3,15E-04;3,8
3,16E-04;3,9
3,17E-04;4
3,17E-04;4,1
3,18E-04;4,2
3,19E-04;4,3
3,19E-04;4,4
3,20E-04;4,5
3,20E-04;4,6
3,20E-04;4,7
3,21E-04;4,8
3,22E-04;4,9
3,22E-04;5
3,22E-04;5,1
3,23E-04;5,2
3,23E-04;5,3
3,24E-04;5,4
3,24E-04;5,5
3,25E-04;5,6
3,25E-04;5,7
3,26E-04;5,8
3,27E-04;5,9
3,27E-04;6
3,28E-04;6,1
3,28E-04;6,2
3,29E-04;6,3
3,29E-04;6,4
3,29E-04;6,5
3,30E-04;6,6
3,31E-04;6,7
3,31E-04;6,8
3,32E-04;6,9
3,32E-04;7
3,33E-04;7,1
3,33E-04;7,2
3,34E-04;7,3
3,34E-04;7,4
3,35E-04;7,5
3,35E-04;7,5998
3,35E-04;7,7
3,36E-04;7,8
3,37E-04;7,9
3,37E-04;8
3,37E-04;8,1
3,38E-04;8,2
3,39E-04;8,3
3,39E-04;8,4
3,39E-04;8,5
3,40E-04;8,6
3,40E-04;8,7
3,41E-04;8,8
3,41E-04;8,9
3,41E-04;9
3,42E-04;9,1
3,42E-04;9,2
3,42E-04;9,3
3,43E-04;9,4
3,43E-04;9,5
3,44E-04;9,6
3,44E-04;9,7
3,45E-04;9,8
3,45E-04;9,9
3,46E-04;10
