-2,07E-10;0
-2,74E-10;0,1
-5,54E-10;0,2
-3,29E-10;0,3
6,69E-10;0,4
4,80E-10;0,5
2,32E-10;0,6
-8,45E-11;0,7
2,31E-10;0,8
-3,34E-11;0,9
7,64E-11;1
2,41E-10;1,1
-4,63E-11;1,2
-9,97E-11;1,3
1,78E-10;1,4
7,24E-11;1,5
-1,12E-10;1,6
-6,30E-10;1,7
-7,06E-11;1,8
-1,77E-10;1,9
4,95E-11;2
1,08E-10;2,1
-3,26E-11;2,2
6,35E-10;2,3
9,04E-09;2,4
7,29E-08;2,5
1,99E-07;2,6
3,51E-07;2,7
5,11E-07;2,8
6,74E-07;2,9
8,37E-07;3
9,99E-07;3,1
1,16E-06;3,2
1,32E-06;3,3
1,47E-06;3,4
1,63E-06;3,5
1,78E-06;3,6
1,93E-06;3,7
2,07E-06;3,8
2,22E-06;3,9
2,36E-06;4
2,50E-06;4,1
2,64E-06;4,2
2,78E-06;4,3
2,91E-06;4,4
3,05E-06;4,5
3,18E-06;4,6
3,31E-06;4,7
3,44E-06;4,8
3,57E-06;4,9
3,70E-06;5
3,82E-06;5,1
3,95E-06;5,2
4,07E-06;5,3
4,19E-06;5,4
4,31E-06;5,5
4,43E-06;5,6
4,55E-06;5,7
4,66E-06;5,8
4,78E-06;5,9
4,89E-06;6
5,01E-06;6,1
5,12E-06;6,2
5,23E-06;6,3
5,34E-06;6,4
5,45E-06;6,5
5,56E-06;6,6
5,66E-06;6,7
5,77E-06;6,8
5,88E-06;6,9
5,98E-06;7
6,08E-06;7,1
6,19E-06;7,2
6,29E-06;7,3
6,39E-06;7,4
6,49E-06;7,5
6,59E-06;7,5998
6,69E-06;7,7
6,79E-06;7,8
6,88E-06;7,9
6,98E-06;8
7,08E-06;8,1
7,17E-06;8,2
7,26E-06;8,3
7,36E-06;8,4
7,45E-06;8,5
7,54E-06;8,6
7,63E-06;8,7
7,72E-06;8,8
7,81E-06;8,9
7,90E-06;9
7,99E-06;9,1
8,08E-06;9,2
8,17E-06;9,3
8,25E-06;9,4
8,34E-06;9,5
8,43E-06;9,6
8,51E-06;9,7
8,59E-06;9,8
8,68E-06;9,9
8,76E-06;10
