-6,33E-10;0
-5,72E-10;0,1
-5,98E-10;0,2
-5,72E-10;0,3
-6,36E-10;0,4
-5,73E-10;0,5
-4,74E-10;0,6
-5,45E-10;0,7
-5,11E-10;0,8
-5,04E-10;0,9
-6,00E-10;1
-6,09E-10;1,1
-6,12E-10;1,2
-5,05E-10;1,3
-5,20E-10;1,4
-5,82E-10;1,5
-3,65E-10;1,6
-3,62E-12;1,7
9,50E-10;1,8
3,51E-09;1,9
6,79E-09;2
1,08E-08;2,1
1,59E-08;2,2
2,08E-08;2,3
2,70E-08;2,4
3,36E-08;2,5
4,08E-08;2,6
4,84E-08;2,7
5,68E-08;2,8
6,54E-08;2,9
7,44E-08;3
8,37E-08;3,1
9,33E-08;3,2
1,03E-07;3,3
1,14E-07;3,4
1,24E-07;3,5
1,35E-07;3,6
1,46E-07;3,7
1,57E-07;3,8
1,68E-07;3,9
1,80E-07;4
1,91E-07;4,1
2,03E-07;4,2
2,14E-07;4,3
2,26E-07;4,4
2,38E-07;4,5
2,50E-07;4,6
2,63E-07;4,7
2,75E-07;4,8
2,87E-07;4,9
3,00E-07;5
3,12E-07;5,1
3,25E-07;5,2
3,37E-07;5,3
3,50E-07;5,4
3,63E-07;5,5
3,75E-07;5,6
3,88E-07;5,7
4,01E-07;5,8
4,13E-07;5,9
4,26E-07;6
4,39E-07;6,1
4,52E-07;6,2
4,65E-07;6,3
4,77E-07;6,4
4,90E-07;6,5
5,03E-07;6,6
5,16E-07;6,7
5,29E-07;6,8
5,41E-07;6,9
5,54E-07;7
5,67E-07;7,1
5,80E-07;7,2
5,93E-07;7,3
6,05E-07;7,4
6,18E-07;7,5
6,31E-07;7,5998
6,43E-07;7,7
6,56E-07;7,8
6,69E-07;7,9
6,81E-07;8
6,94E-07;8,1
7,07E-07;8,2
7,19E-07;8,3
7,32E-07;8,4
7,44E-07;8,5
7,57E-07;8,6
7,70E-07;8,7
7,82E-07;8,8
7,94E-07;8,9
8,07E-07;9
8,19E-07;9,1
8,32E-07;9,2
8,44E-07;9,3
8,56E-07;9,4
8,69E-07;9,5
8,81E-07;9,6
8,93E-07;9,7
9,06E-07;9,8
9,18E-07;9,9
9,30E-07;10
