3,4;2,88E-05
3,41;2,88E-05
3,42;2,88E-05
3,43;2,88E-05
3,44;2,88E-05
3,45;2,88E-05
3,46;2,89E-05
3,47;2,89E-05
3,48;2,89E-05
3,49;2,89E-05
3,5;2,89E-05
3,51;2,89E-05
3,52;2,89E-05
3,53;2,89E-05
3,54;2,89E-05
3,55;2,89E-05
3,56;2,89E-05
3,57;2,89E-05
3,58;2,89E-05
3,59;2,89E-05
3,6;2,89E-05
3,61;2,89E-05
3,62;2,89E-05
3,63;2,89E-05
3,64;2,89E-05
3,65;2,89E-05
3,66;2,89E-05
3,67;2,89E-05
3,68;2,89E-05
3,69;2,89E-05
3,7;2,89E-05
3,71;2,90E-05
3,72;2,90E-05
3,73;2,90E-05
3,74;2,90E-05
3,75;2,90E-05
3,76;2,90E-05
3,77;2,90E-05
3,78;2,90E-05
3,79;2,90E-05
3,8;2,90E-05
3,81;2,90E-05
3,82;2,90E-05
3,83;2,90E-05
3,84;2,90E-05
3,85;2,90E-05
3,86;2,90E-05
3,87;2,90E-05
3,88;2,90E-05
3,89;2,90E-05
3,9;2,91E-05
3,91;2,91E-05
3,92;2,91E-05
3,93;2,91E-05
3,94;2,91E-05
3,95;2,91E-05
3,96;2,91E-05
3,97;2,91E-05
3,98;2,91E-05
3,99;2,91E-05
4;2,91E-05
4,01;2,92E-05
4,02;2,92E-05
4,03;2,92E-05
4,04;2,92E-05
4,05;2,91E-05
4,06;2,91E-05
4,07;2,92E-05
4,08;2,92E-05
4,09;2,92E-05
4,1;2,92E-05
4,11;2,92E-05
4,12;2,92E-05
4,13;2,92E-05
4,14;2,92E-05
4,15;2,92E-05
4,16;2,92E-05
4,17;2,92E-05
4,18;2,92E-05
4,19;2,92E-05
4,2;2,92E-05
4,21;2,92E-05
4,22;2,92E-05
4,23;2,92E-05
4,24;2,92E-05
4,25;2,92E-05
4,26;2,92E-05
4,27;2,92E-05
4,28;2,93E-05
4,29;2,92E-05
4,3;2,92E-05
4,3102;2,93E-05
4,32;2,93E-05
4,33;2,93E-05
4,34;2,93E-05
4,35;2,93E-05
4,36;2,92E-05
4,37;2,93E-05
4,38;2,93E-05
4,39;2,93E-05
4,4;2,93E-05
4,41;2,93E-05
4,42;2,93E-05
4,43;2,93E-05
4,44;2,93E-05
4,45;2,93E-05
4,46;2,93E-05
4,47;2,93E-05
4,48;2,93E-05
4,49;2,94E-05
4,5;2,94E-05
4,51;2,94E-05
4,52;2,94E-05
4,53;2,94E-05
4,54;2,94E-05
4,55;2,94E-05
4,56;2,94E-05
4,57;2,94E-05
4,58;2,94E-05
4,59;2,94E-05
4,6;2,94E-05
4,61;2,94E-05
4,62;2,94E-05
4,63;2,94E-05
4,64;2,94E-05
4,6502;2,94E-05
4,66;2,94E-05
4,67;2,95E-05
4,68;2,95E-05
4,69;2,95E-05
4,7;2,95E-05
4,71;2,96E-05
4,72;2,96E-05
4,73;2,96E-05
4,74;2,96E-05
4,75;2,95E-05
4,7602;2,95E-05
4,77;2,95E-05
4,78;2,95E-05
4,79;2,95E-05
4,8;2,95E-05
4,81;2,95E-05
4,82;2,95E-05
4,83;2,95E-05
4,84;2,96E-05
4,85;2,95E-05
4,86;2,96E-05
4,8702;2,96E-05
4,88;2,96E-05
4,89;2,96E-05
4,9;2,96E-05
4,91;2,96E-05
4,92;2,96E-05
4,93;2,96E-05
4,94;2,96E-05
4,95;2,96E-05
4,96;2,97E-05
4,97;2,97E-05
4,98;2,96E-05
4,9902;2,97E-05
5;2,96E-05
5,01;2,95E-05
5,02;2,95E-05
5,03;2,96E-05
5,04;2,96E-05
5,05;2,97E-05
5,06;2,97E-05
5,07;2,98E-05
5,08;2,98E-05
5,09;2,98E-05
5,1002;2,98E-05
5,11;2,97E-05
5,12;2,97E-05
5,13;2,96E-05
5,14;2,97E-05
5,15;2,96E-05
5,16;2,96E-05
5,17;2,96E-05
5,18;2,96E-05
5,19;2,96E-05
5,2;2,97E-05
5,2102;2,97E-05
5,22;2,97E-05
5,23;2,97E-05
5,24;2,96E-05
5,25;2,97E-05
5,26;2,97E-05
5,27;2,97E-05
5,28;2,97E-05
5,29;2,97E-05
5,3;2,97E-05
5,31;2,97E-05
5,3202;2,97E-05
5,3302;2,97E-05
5,34;2,97E-05
5,35;2,98E-05
5,36;2,98E-05
5,37;2,97E-05
5,38;2,97E-05
5,39;2,98E-05
5,4;2,98E-05
5,41;2,98E-05
5,42;2,98E-05
5,4302;2,98E-05
5,4402;2,98E-05
5,45;2,98E-05
5,46;2,98E-05
5,47;2,98E-05
5,48;2,98E-05
5,49;2,98E-05
5,5;2,98E-05
