-1,59E-10;0
-6,95E-11;0,1
-1,26E-10;0,2
1,09E-14;0,3
-1,33E-10;0,4
3,79E-11;0,5
-1,30E-10;0,6
-3,84E-11;0,7
-1,38E-10;0,8
-2,41E-11;0,9
-5,85E-10;1
9,51E-11;1,1
-9,04E-11;1,2
-1,04E-10;1,3
5,36E-11;1,4
6,72E-11;1,5
1,07E-10;1,6
-4,50E-11;1,7
2,72E-10;1,8
7,62E-10;1,9
3,67E-09;2
1,89E-08;2,1
1,14E-07;2,2
9,74E-07;2,3
1,32E-05;2,4
9,34E-05;2,5
2,54E-04;2,6
4,56E-04;2,7
6,78E-04;2,8
9,13E-04;2,9
1,16E-03;3
1,41E-03;3,1
1,66E-03;3,2
1,92E-03;3,3
2,18E-03;3,4
2,44E-03;3,5
2,71E-03;3,6
2,97E-03;3,7
3,24E-03;3,8
3,51E-03;3,9
3,78E-03;4
4,06E-03;4,1
4,33E-03;4,2
4,60E-03;4,3
4,88E-03;4,4
5,16E-03;4,5
5,43E-03;4,6
5,71E-03;4,7
5,99E-03;4,8
6,27E-03;4,9
6,55E-03;5
6,83E-03;5,1
7,11E-03;5,2
7,39E-03;5,3
7,67E-03;5,4
7,95E-03;5,5
8,24E-03;5,6
8,52E-03;5,7
8,80E-03;5,8
9,09E-03;5,9
9,37E-03;6
9,66E-03;6,1
9,94E-03;6,2
1,02E-02;6,3
1,05E-02;6,4
1,08E-02;6,5
1,11E-02;6,6
1,14E-02;6,7
1,17E-02;6,8
1,19E-02;6,9
1,22E-02;7
1,25E-02;7,1
1,28E-02;7,2
1,31E-02;7,3
1,34E-02;7,4
1,37E-02;7,5
1,40E-02;7,5998
1,42E-02;7,7
1,45E-02;7,8
1,48E-02;7,9
1,51E-02;8
1,54E-02;8,1
1,57E-02;8,2
1,60E-02;8,3
1,63E-02;8,4
1,66E-02;8,5
1,69E-02;8,6
1,71E-02;8,7
1,74E-02;8,8
1,77E-02;8,9
1,80E-02;9
1,83E-02;9,1
1,86E-02;9,2
1,89E-02;9,3
1,92E-02;9,4
1,95E-02;9,5
1,98E-02;9,6
2,01E-02;9,7
2,03E-02;9,8
2,06E-02;9,9
2,09E-02;10
