Position_x[pixels]	Position_y[pixels]	Relative_position_x[mm]	Relative_position_y[mm]	Relative_norm_position_x[mm]	Relative_norm_position_y[mm]	Dice_area[pixels^2]	Dice_area[mm^2]	Mean_grayscale_value	Mean_grayscale_value-central_area_of_dice	Mean_grayscale_value-cely_wafer	Mean_"gray"_kvadratic_deviation	Vertical_shape_asymmetry	Vertical_gray_asymmetry	Horizontal_shape_symetry	Area_to_perimeter_ratio	Filters:	Filter_grayscale	Filter_kvadratic_deviation	Filter_vertical_shape_asymmetry	Filter_vertical_color_asymmetry	Filter_horizontal_asymmetry	Filter_area_to_perimeter_ratio	CCT filter	Overall_filter (CCT filter excluded)	CCT_dice_mean	CCT_dice_mean_center	CCT_z_celeho_waferu	CCT_dice_difference	CIE_x	CIE_y	Cislo binu	Rozmery:	Horizontalni rozmer-stred-pixels	Horizontalni rozmer-stred	Horizontalni rozmer-nahore-pixels	Horizontalni rozmer-nahore	Horizontalni rozmer-dolu-pixels	Horizontalni rozmer-dolu	Vertikalni rozmer-stred-pixels	Vertikalni rozmer-stred	Vertikalni rozmer-vlevo-pixels	Vertikalni rozmer-vlevo	Vertikalni rozmer-vpravo-pixels	Vertikalni rozmer-vpravo	Orientace ctverecku
       146.54458	       1371.4446	      -4.0535483	       3.3770225	          -3	           2	        4150	      1.85932	       85.000000	       79.530000	       0.0000000	       10.367384	       36.000000	       12020.500	       37.000000	       17.219917	 	           1	           1	           1	           1	           1	           1	           1	           1	       6104.0616	       5869.0466	       0.0000000	       0.0000000	      0.32434684	      0.33942941	   4	 	       56.000002	       1.1853334	       57.000002	       1.2065000	       55.666668	       1.1782778	       74.000002	       1.5663334	       73.000002	       1.5451667	       74.000002	       1.5663334	           0
       209.37376	       1451.3023	      -2.7239130	       5.0675398	          -2	           3	        4337	      1.94310	       80.333333	       76.220000	       0.0000000	       8.1548702	       35.000000	       7264.5000	       41.000000	       18.222689	 	           1	           1	           1	           1	           1	           1	           1	           1	       5903.5613	       5726.8345	       0.0000000	       0.0000000	      0.32728573	      0.34397646	   1	 	       58.000002	       1.2276667	       59.000002	       1.2488334	       58.000002	       1.2276667	       74.666669	       1.5804445	       75.000002	       1.5875000	       74.000002	       1.5663334	           0
       209.41824	       1531.1119	      -2.7232206	       6.7568425	          -2	           4	        4354	      1.95071	       80.666667	       75.570000	       0.0000000	       9.0191801	       22.000000	       6990.0000	       13.000000	       17.844263	 	           1	           1	           1	           1	           1	           1	           1	           1	       5917.8827	       5698.9077	       0.0000000	       0.0000000	      0.32789076	      0.34491257	   1	 	       58.000002	       1.2276667	       58.666668	       1.2417778	       57.666668	       1.2206111	       75.000002	       1.5875000	       74.333336	       1.5733889	       75.000002	       1.5875000	           0
       209.16453	       1611.0807	      -2.7288402	       8.4495147	          -2	           5	        4364	      1.95519	       80.333333	       75.080000	       0.0000000	       9.0540713	       33.000000	       7432.0000	       29.000000	       18.413502	 	           1	           1	           1	           1	           1	           1	           1	           1	       5903.5613	       5677.8552	       0.0000000	       0.0000000	      0.32835326	      0.34562815	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.666669	       1.5804445	       74.333336	       1.5733889	       74.000002	       1.5663334	           0
       209.05185	       1690.9674	      -2.7314745	       10.140450	          -2	           6	        4417	      1.97894	       82.000000	       77.080000	       0.0000000	       9.3301803	       4.0000000	       8732.0000	       4.0000000	       17.458498	 	           1	           1	           1	           1	           1	           1	           1	           1	       5975.1685	       5763.7839	       0.0000000	       0.0000000	      0.32649974	      0.34276038	   1	 	       58.666668	       1.2417778	       59.000002	       1.2488334	       59.000002	       1.2488334	       75.000002	       1.5875000	       75.000002	       1.5875000	       75.000002	       1.5875000	           0
       209.90046	       1051.8707	      -2.7115186	      -3.3870927	          -2	          -2	        4340	      1.94444	       84.833333	       80.060000	       0.0000000	       8.4408113	       25.000000	       8289.5000	       27.000000	       19.035088	 	           1	           1	           1	           1	           1	           1	           1	           1	       6096.9009	       5891.8177	       0.0000000	       0.0000000	      0.32389712	      0.33873361	   4	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       73.000002	       1.5451667	       74.000002	       1.5663334	       73.000002	       1.5451667	           0
       209.85016	       1131.6720	      -2.7128322	      -1.6979668	          -2	          -1	        4338	      1.94354	       84.666667	       78.880000	       0.0000000	       8.9844152	       26.000000	       7741.5000	       26.000000	       16.813953	 	           1	           1	           1	           1	           1	           1	           1	           1	       6089.7402	       5841.1197	       0.0000000	       0.0000000	      0.32490598	      0.34029451	   4	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       58.000002	       1.2276667	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       209.93339	       1211.5769	      -2.7113197	   -0.0066447042	          -2	           0	        4354	      1.95071	       81.500000	       75.700000	       0.0000000	       8.3419526	       10.000000	       8375.5000	       10.000000	       17.074511	 	           1	           1	           1	           1	           1	           1	           1	           1	       5953.6864	       5704.4931	       0.0000000	       0.0000000	      0.32776899	      0.34472416	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       58.666668	       1.2417778	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       209.70477	       1291.5567	      -2.7164085	       1.6862592	          -2	           1	        4322	      1.93638	       80.333333	       75.970000	       0.0000000	       8.1403085	       30.000000	       7135.0000	       11.000000	       17.497976	 	           1	           1	           1	           1	           1	           1	           1	           1	       5903.5613	       5716.0935	       0.0000000	       0.0000000	      0.32751730	      0.34433475	   1	 	       58.000002	       1.2276667	       59.000002	       1.2488334	       58.000002	       1.2276667	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       209.63002	       1371.5948	      -2.7182403	       3.3803981	          -2	           2	        4311	      1.93145	       80.500000	       76.510000	       0.0000000	       7.8186141	       16.000000	       6700.0000	       19.000000	       17.814049	 	           1	           1	           1	           1	           1	           1	           1	           1	       5910.7220	       5739.2942	       0.0000000	       0.0000000	      0.32701886	      0.34356357	   1	 	       58.000002	       1.2276667	       58.333335	       1.2347222	       58.000002	       1.2276667	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       273.78654	       1771.0386	      -1.3615066	       11.835493	          -1	           7	        4427	      1.98342	       84.500000	       78.680000	       0.0000000	       11.871770	       29.000000	       8904.5000	       20.000000	       17.995935	 	           1	           1	           1	           1	           1	           1	           1	           1	       6082.5794	       5832.5269	       0.0000000	       0.0000000	      0.32507974	      0.34056335	   4	 	       59.666668	       1.2629445	       58.000002	       1.2276667	       58.666668	       1.2417778	       75.000002	       1.5875000	       75.000002	       1.5875000	       75.000002	       1.5875000	           0
       273.62198	       1850.7848	      -1.3652385	       13.523453	          -1	           8	        4349	      1.94847	       82.833333	       76.390000	       0.0000000	       10.289616	       25.000000	       7716.5000	       63.000000	       18.120832	 	           1	           1	           1	           1	           1	           1	           1	           1	       6010.9722	       5734.1385	       0.0000000	       0.0000000	      0.32712906	      0.34373407	   1	 	       58.000002	       1.2276667	       60.000002	       1.2700000	       58.000002	       1.2276667	       74.666669	       1.5804445	       74.000002	       1.5663334	       75.000002	       1.5875000	           0
       274.06635	       892.50482	      -1.3528437	      -6.7601377	          -1	          -4	        4356	      1.95161	       85.333333	       78.920000	       0.0000000	       10.073520	       7.0000000	       8684.0000	       5.0000000	       16.949417	 	           1	           1	           1	           1	           1	           1	           1	           1	       6118.3831	       5842.8383	       0.0000000	       0.0000000	      0.32487132	      0.34024089	   4	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       274.07775	       972.25650	      -1.3528511	      -5.0720605	          -1	          -3	        4386	      1.96505	       84.500000	       79.320000	       0.0000000	       10.345051	       17.000000	       8227.0000	       40.000000	       17.544001	 	           1	           1	           1	           1	           1	           1	           1	           1	       6082.5794	       5860.0241	       0.0000000	       0.0000000	      0.32452656	      0.33970747	   4	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       75.000002	       1.5875000	       74.666669	       1.5804445	       74.000002	       1.5663334	           0
       274.12318	       1052.1758	      -1.3521388	      -3.3804358	          -1	          -2	        4392	      1.96774	       83.333333	       78.350000	       0.0000000	       9.8512067	       19.000000	       8333.0000	       18.000000	       17.359684	 	           1	           1	           1	           1	           1	           1	           1	           1	       6032.4544	       5818.3486	       0.0000000	       0.0000000	      0.32536823	      0.34100970	   3	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       75.000002	       1.5875000	       74.666669	       1.5804445	       75.000002	       1.5875000	           0
       274.02495	       1131.6907	      -1.3544659	      -1.6973701	          -1	          -1	        4368	      1.95699	       86.500000	       77.310000	       0.0000000	       13.200280	       16.000000	       7683.5000	       25.000000	       18.200001	 	           1	           1	           1	           1	           1	           1	           1	           1	       6168.5082	       5773.6657	       0.0000000	       0.0000000	      0.32629228	      0.34243939	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.666669	       1.5804445	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       274.05200	       1211.6775	      -1.3541430	   -0.0043154156	          -1	           0	        4385	      1.96460	       84.000000	       77.630000	       0.0000000	       12.206885	       10.000000	       10110.500	       20.000000	       17.540001	 	           1	           1	           1	           1	           1	           1	           1	           1	       6061.0973	       5787.4143	       0.0000000	       0.0000000	      0.32600552	      0.34199572	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.666669	       1.5804445	           0
       274.05331	       1291.5113	      -1.3543642	       1.6854983	          -1	           1	        4352	      1.94982	       78.166667	       71.540000	       0.0000000	       9.6361412	       14.000000	       10711.000	       14.000000	       16.738462	 	           1	           1	           1	           1	           1	           1	           1	           1	       5810.4718	       5525.7613	       0.0000000	       0.0000000	      0.33186849	      0.35106691	   1	 	       58.666668	       1.2417778	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       273.98006	       1371.5100	      -1.3561642	       3.3788041	          -1	           2	        4363	      1.95475	       80.333333	       74.330000	       0.0000000	       11.737315	       1.0000000	       9894.5000	       1.0000000	       16.976654	 	           1	           1	           1	           1	           1	           1	           1	           1	       5903.5613	       5645.6319	       0.0000000	       0.0000000	      0.32907210	      0.34674033	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       273.94250	       1451.2286	      -1.3572079	       5.0661824	          -1	           3	        4365	      1.95564	       80.833333	       74.480000	       0.0000000	       13.134907	       24.000000	       10117.000	       35.000000	       18.187500	 	           1	           1	           1	           1	           1	           1	           1	           1	       5925.0435	       5652.0766	       0.0000000	       0.0000000	      0.32892726	      0.34651623	   1	 	       58.000002	       1.2276667	       58.000002	       1.2276667	       59.000002	       1.2488334	       74.666669	       1.5804445	       74.000002	       1.5663334	       74.333336	       1.5733889	           0
       273.76944	       1531.0326	      -1.3611199	       6.7553659	          -1	           4	        4385	      1.96460	       80.000000	       74.220000	       0.0000000	       12.179651	       29.000000	       9894.5000	       25.000000	       17.263779	 	           1	           1	           1	           1	           1	           1	           1	           1	       5889.2398	       5640.9058	       0.0000000	       0.0000000	      0.32917866	      0.34690520	   1	 	       59.000002	       1.2488334	       58.000002	       1.2276667	       59.000002	       1.2488334	       74.666669	       1.5804445	       75.000002	       1.5875000	       75.000002	       1.5875000	           0
       273.83864	       1610.9089	      -1.3599044	       8.4460801	          -1	           5	        4400	      1.97132	       79.500000	       74.410000	       0.0000000	       11.466219	       18.000000	       10752.000	       15.000000	       17.187500	 	           1	           1	           1	           1	           1	           1	           1	           1	       5867.7576	       5649.0691	       0.0000000	       0.0000000	      0.32899478	      0.34662071	   1	 	       59.000002	       1.2488334	       58.000002	       1.2276667	       59.000002	       1.2488334	       75.000002	       1.5875000	       75.000002	       1.5875000	       75.000002	       1.5875000	           0
       273.69523	       1690.9413	      -1.3631896	       10.140099	          -1	           6	        4377	      1.96102	       80.666667	       74.090000	       0.0000000	       10.032233	       29.000000	       11069.000	       23.000000	       17.865307	 	           1	           1	           1	           1	           1	           1	           1	           1	       5917.8827	       5635.3205	       0.0000000	       0.0000000	      0.32930497	      0.34710063	   1	 	       58.000002	       1.2276667	       58.000002	       1.2276667	       59.000002	       1.2488334	       75.000002	       1.5875000	       75.000002	       1.5875000	       75.000002	       1.5875000	           0
       338.27483	       733.72355	    0.0067311948	      -10.120808	           0	          -6	        4319	      1.93503	       86.000000	       77.140000	       0.0000000	       10.834085	       89.000000	       9519.0000	       34.000000	       17.415323	 	           1	           1	           1	           1	           1	           1	           1	           1	       6147.0260	       5766.3618	       0.0000000	       0.0000000	      0.32644551	      0.34267648	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       55.666668	       1.1782778	       74.000002	       1.5663334	       69.666669	       1.4746111	       74.000002	       1.5663334	           0
       338.17867	       812.58056	    0.0044497983	      -8.4516678	           0	          -5	        4332	      1.94086	       84.666667	       77.480000	       0.0000000	       10.624363	       25.000000	       8704.0000	       19.000000	       17.538462	 	           1	           1	           1	           1	           1	           1	           1	           1	       6089.7402	       5780.9696	       0.0000000	       0.0000000	      0.32613966	      0.34220327	   1	 	       59.000002	       1.2488334	       58.333335	       1.2347222	       59.000002	       1.2488334	       74.000002	       1.5663334	       73.666669	       1.5592778	       74.000002	       1.5663334	           0
       338.12675	       892.53071	    0.0031015217	      -6.7593899	           0	          -4	        4347	      1.94758	       84.333333	       77.210000	       0.0000000	       10.679348	       17.000000	       8410.0000	       10.000000	       16.783783	 	           1	           1	           1	           1	           1	           1	           1	           1	       6075.4187	       5769.3693	       0.0000000	       0.0000000	      0.32638234	      0.34257874	   1	 	       58.000002	       1.2276667	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       338.03554	       972.49484	   0.00092144680	      -5.0668161	           0	          -3	        4361	      1.95385	       83.166667	       77.660000	       0.0000000	       10.381993	       13.000000	       8110.0000	       14.000000	       16.903101	 	           1	           1	           1	           1	           1	           1	           1	           1	       6025.2936	       5788.7032	       0.0000000	       0.0000000	      0.32597875	      0.34195430	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.666669	       1.5804445	       74.000002	       1.5663334	           0
       338.12397	       1052.1686	    0.0025447409	      -3.3803871	           0	          -2	        4388	      1.96595	       77.500000	       73.050000	       0.0000000	       10.579818	       18.000000	       11075.500	       20.000000	       17.693548	 	           1	           1	           1	           1	           1	           1	           1	           1	       5781.8289	       5590.6375	       0.0000000	       0.0000000	      0.33033045	      0.34868725	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.333336	       1.5733889	       75.000002	       1.5875000	           0
       338.08460	       1131.9741	    0.0014623769	      -1.6911708	           0	          -1	        4409	      1.97535	       76.500000	       70.760000	       0.0000000	       11.574368	       9.0000000	       8543.0000	       4.0000000	       17.222656	 	           1	           1	           1	           1	           1	           1	           1	           1	       5738.8646	       5492.2491	       0.0000000	       0.0000000	      0.33268681	      0.35233301	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       75.000002	       1.5875000	       74.000002	       1.5663334	       75.000002	       1.5875000	           0
       338.02729	       1211.8720	       0.0000000	       0.0000000	           0	           0	        4398	      1.97043	       77.333333	       71.170000	       0.0000000	       11.346719	       13.000000	       11287.000	       13.000000	       17.591999	 	           1	           1	           1	           1	           1	           1	           1	           1	       5774.6682	       5509.8645	       0.0000000	       0.0000000	      0.33225459	      0.35166428	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.666669	       1.5804445	       75.000002	       1.5875000	       75.000002	       1.5875000	           0
       338.08127	       1291.5902	   0.00089408236	       1.6873690	           0	           1	        4368	      1.95699	       81.333333	       75.410000	       0.0000000	       11.786573	       11.000000	       9819.5000	       11.000000	       17.129412	 	           1	           1	           1	           1	           1	           1	           1	           1	       5946.5256	       5692.0334	       0.0000000	       0.0000000	      0.32804117	      0.34514528	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       58.000002	       1.2276667	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.333336	       1.5733889	           0
       338.02667	       1371.5451	  -0.00051114617	       3.3797466	           0	           2	        4350	      1.94892	       84.166667	       77.670000	       0.0000000	       12.235577	       5.0000000	       7816.0000	       10.000000	       17.058823	 	           1	           1	           1	           1	           1	           1	           1	           1	       6068.2580	       5789.1329	       0.0000000	       0.0000000	      0.32596983	      0.34194050	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       58.333335	       1.2347222	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       337.89988	       1451.4711	   -0.0034439999	       5.0715144	           0	           3	        4345	      1.94668	       80.666667	       76.140000	       0.0000000	       9.0460341	       11.000000	       8110.5000	       8.0000000	       17.379999	 	           1	           1	           1	           1	           1	           1	           1	           1	       5917.8827	       5723.3974	       0.0000000	       0.0000000	      0.32735968	      0.34409088	   1	 	       58.000002	       1.2276667	       58.333335	       1.2347222	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       337.92645	       1531.3659	   -0.0031308371	       6.7626205	           0	           4	        4351	      1.94937	       81.333333	       77.290000	       0.0000000	       9.2862773	       20.000000	       7781.5000	       18.000000	       18.754311	 	           1	           1	           1	           1	           1	           1	           1	           1	       5946.5256	       5772.8064	       0.0000000	       0.0000000	      0.32631027	      0.34246723	   1	 	       58.000002	       1.2276667	       58.333335	       1.2347222	       59.000002	       1.2488334	       74.333336	       1.5733889	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       337.87311	       1611.2721	   -0.0045092553	       8.4539693	           0	           5	        4358	      1.95250	       82.500000	       77.390000	       0.0000000	       10.743516	       31.000000	       8743.0000	       31.000000	       17.643724	 	           1	           1	           1	           1	           1	           1	           1	           1	       5996.6507	       5777.1028	       0.0000000	       0.0000000	      0.32622038	      0.34232816	   1	 	       59.000002	       1.2488334	       58.000002	       1.2276667	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.333336	       1.5733889	       75.000002	       1.5875000	           0
       337.86833	       1691.0906	   -0.0048593077	       10.143459	           0	           6	        4405	      1.97356	       81.666667	       76.310000	       0.0000000	       12.335227	       13.000000	       12621.500	       9.0000000	       17.140078	 	           1	           1	           1	           1	           1	           1	           1	           1	       5960.8471	       5730.7013	       0.0000000	       0.0000000	      0.32720271	      0.34384801	   1	 	       58.666668	       1.2417778	       59.000002	       1.2488334	       58.000002	       1.2276667	       75.000002	       1.5875000	       75.000002	       1.5875000	       75.000002	       1.5875000	           0
       337.96719	       1770.9762	   -0.0030158858	       11.834373	           0	           7	        4420	      1.98028	       77.666667	       70.590000	       0.0000000	       11.299754	       5.0000000	       10354.000	       3.0000000	       16.870230	 	           1	           1	           1	           1	           1	           1	           1	           1	       5788.9897	       5484.9452	       0.0000000	       0.0000000	      0.33286739	      0.35261240	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       75.000002	       1.5875000	       75.000002	       1.5875000	       75.000002	       1.5875000	           0
       338.08441	       1850.7581	  -0.00078359621	       13.523090	           0	           8	        4395	      1.96908	       79.666667	       74.930000	       0.0000000	       11.284038	       18.000000	       9821.5000	       19.000000	       17.440475	 	           1	           1	           1	           1	           1	           1	           1	           1	       5874.9184	       5671.4105	       0.0000000	       0.0000000	      0.32849596	      0.34584894	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       75.000002	       1.5875000	       74.000002	       1.5663334	       75.000002	       1.5875000	           0
       338.00000	       1930.5000	   -0.0028190938	       15.210959	           0	           9	        4366	      1.95609	       84.333333	       77.800000	       0.0000000	       11.487846	       0.0000000	       8731.0000	       0.0000000	       16.922482	 	           1	           1	           1	           1	           1	           1	           1	           1	       6075.4187	       5794.7182	       0.0000000	       0.0000000	      0.32585406	      0.34176139	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       338.14493	       2010.2252	  -1.2664995e-11	       16.898477	           0	          10	        4333	      1.94130	       80.333333	       76.090000	       0.0000000	       9.0903253	       27.000000	       8913.5000	       34.000000	       17.758196	 	           1	           1	           1	           1	           1	           1	           1	           1	       5903.5613	       5721.2492	       0.0000000	       0.0000000	      0.32740597	      0.34416250	   1	 	       59.000002	       1.2488334	       58.666668	       1.2417778	       59.000002	       1.2488334	       74.000002	       1.5663334	       73.000002	       1.5451667	       74.000002	       1.5663334	           0
       401.94934	       653.65968	       1.3547581	      -11.815294	           1	          -7	        4343	      1.94578	       86.333333	       81.440000	       0.0000000	       11.506911	       10.000000	       9564.0000	       16.000000	       17.031372	 	           1	           1	           1	           1	           1	           1	           1	           1	       6161.3474	       5951.1085	       0.0000000	       0.0000000	      0.32275152	      0.33696113	   4	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       73.000002	       1.5451667	           0
       402.00667	       733.53484	       1.3557223	      -10.124603	           1	          -6	        4349	      1.94847	       83.833333	       78.050000	       0.0000000	       10.474645	       12.000000	       7660.5000	       8.0000000	       17.054901	 	           1	           1	           1	           1	           1	           1	           1	           1	       6053.9365	       5805.4593	       0.0000000	       0.0000000	      0.32563245	      0.34141850	   2	 	       58.333335	       1.2347222	       59.000002	       1.2488334	       58.666668	       1.2417778	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       401.98875	       812.59275	       1.3550964	      -8.4512109	           1	          -5	        4356	      1.95161	       82.500000	       76.450000	       0.0000000	       10.946466	       18.000000	       7828.0000	       21.000000	       18.302521	 	           1	           1	           1	           1	           1	           1	           1	           1	       5996.6507	       5736.7163	       0.0000000	       0.0000000	      0.32707392	      0.34364876	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.666669	       1.5804445	       74.000002	       1.5663334	       73.000002	       1.5451667	           0
       402.07993	       892.51975	       1.3567770	      -6.7594223	           1	          -4	        4354	      1.95071	       83.000000	       78.250000	       0.0000000	       11.556932	       11.000000	       9229.0000	       11.000000	       16.746155	 	           1	           1	           1	           1	           1	           1	           1	           1	       6018.1329	       5814.0522	       0.0000000	       0.0000000	      0.32545609	      0.34114565	   3	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       402.11004	       972.38456	       1.3571653	      -5.0689505	           1	          -3	        4353	      1.95026	       78.500000	       72.710000	       0.0000000	       11.399170	       24.000000	       7550.0000	       14.000000	       17.552420	 	           1	           1	           1	           1	           1	           1	           1	           1	       5824.7933	       5576.0296	       0.0000000	       0.0000000	      0.33067159	      0.34921507	   1	 	       58.666668	       1.2417778	       58.333335	       1.2347222	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.666669	       1.5804445	       74.000002	       1.5663334	           0
       401.89633	       1052.1839	       1.3523929	      -3.3798659	           1	          -2	        4389	      1.96639	       78.833333	       73.320000	       0.0000000	       11.820851	       16.000000	       12443.000	       21.000000	       17.697580	 	           1	           1	           1	           1	           1	           1	           1	           1	       5839.1147	       5602.2379	       0.0000000	       0.0000000	      0.33006163	      0.34827133	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       59.000002	       1.2488334	       74.000002	       1.5663334	       75.000002	       1.5875000	       74.000002	       1.5663334	           0
       401.91636	       1132.0180	       1.3525679	      -1.6900433	           1	          -1	        4388	      1.96595	       81.833333	       76.630000	       0.0000000	       11.128224	       8.0000000	       7665.0000	       19.000000	       17.983606	 	           1	           1	           1	           1	           1	           1	           1	           1	       5968.0078	       5744.4499	       0.0000000	       0.0000000	      0.32690898	      0.34339356	   1	 	       59.000002	       1.2488334	       58.666668	       1.2417778	       58.666668	       1.2417778	       74.000002	       1.5663334	       75.000002	       1.5875000	       74.666669	       1.5804445	           0
       402.00068	       1211.7649	       1.3541039	   -0.0020672633	           1	           0	        4381	      1.96281	       81.500000	       76.530000	       0.0000000	       9.6661768	       13.000000	       8391.5000	       20.000000	       18.254168	 	           1	           1	           1	           1	           1	           1	           1	           1	       5953.6864	       5740.1535	       0.0000000	       0.0000000	      0.32700053	      0.34353520	   1	 	       59.000002	       1.2488334	       58.666668	       1.2417778	       59.000002	       1.2488334	       74.000002	       1.5663334	       75.000002	       1.5875000	       74.666669	       1.5804445	           0
       401.90692	       1291.6208	       1.3518701	       1.6882153	           1	           1	        4351	      1.94937	       83.000000	       78.310000	       0.0000000	       11.739298	       17.000000	       9061.0000	       14.000000	       17.759184	 	           1	           1	           1	           1	           1	           1	           1	           1	       6018.1329	       5816.6301	       0.0000000	       0.0000000	      0.32540335	      0.34106404	   3	 	       59.000002	       1.2488334	       58.333335	       1.2347222	       58.000002	       1.2276667	       74.000002	       1.5663334	       74.000002	       1.5663334	       75.000002	       1.5875000	           0
       402.02000	       1371.5426	       1.3540143	       3.3798949	           1	           2	        4351	      1.94937	       78.333333	       74.070000	       0.0000000	       10.050331	       9.0000000	       11087.000	       9.0000000	       16.929960	 	           1	           1	           1	           1	           1	           1	           1	           1	       5817.6326	       5634.4612	       0.0000000	       0.0000000	      0.32932444	      0.34713075	   1	 	       59.000002	       1.2488334	       59.000002	       1.2488334	       58.666668	       1.2417778	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       402.03337	       1451.4746	       1.3540481	       5.0717875	           1	           3	        4345	      1.94668	       77.166667	       72.020000	       0.0000000	       10.225845	       12.000000	       9032.5000	       12.000000	       17.449799	 	           1	           1	           1	           1	           1	           1	           1	           1	       5767.5075	       5546.3842	       0.0000000	       0.0000000	      0.33137309	      0.35030043	   1	 	       59.000002	       1.2488334	       58.333335	       1.2347222	       59.000002	       1.2488334	       74.000002	       1.5663334	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
       401.95105	       1531.3538	       1.3520565	       6.7625652	           1	           4	        4372	      1.95878	       77.166667	       72.870000	       0.0000000	       10.803744	       26.000000	       9520.0000	       29.000000	       17.212599	 	           1	           1	           1	           1	           1	           1	           1	           1	       5767.5075	       5582.9039	       0.0000000	       0.0000000	      0.33051069	      0.34896611	   1	 	       59.000002	       1.2488334	       58.666668	       1.2417778	       58.666668	       1.2417778	       74.000002	       1.5663334	       74.666669	       1.5804445	       74.000002	       1.5663334	           0
       401.99336	       1611.3693	       1.3527024	       8.4562258	           1	           5	        4365	      1.95564	       79.333333	       73.550000	       0.0000000	       10.565150	       13.000000	       11652.000	       15.000000	       17.530121	 	           1	           1	           1	           1	           1	           1	           1	           1	       5860.5969	       5612.1197	       0.0000000	       0.0000000	      0.32983407	      0.34791926	   1	 	       58.000002	       1.2276667	       58.333335	       1.2347222	       59.000002	       1.2488334	       75.000002	       1.5875000	       74.000002	       1.5663334	       74.000002	       1.5663334	           0
